weight,profit1,profit2,profit3
50,59,59,84
47,60,62,28
81,89,16,94
84,31,17,40
27,67,10,69
86,71,23,83
97,74,24,99
77,59,91,19
54,17,11,84
11,71,32,72
61,37,92,69
53,38,35,38
80,13,60,42
26,45,13,88
100,17,76,57
48,97,86,49
58,21,55,83
19,33,79,90
55,37,93,70
11,27,38,54
79,81,15,77
34,29,67,94
93,57,75,93
60,73,60,81
67,70,17,74
51,39,91,37
20,77,99,16
50,45,84,13
35,76,59,52
99,11,48,22
45,72,99,49
83,92,75,73
54,44,49,70
92,99,14,89
25,32,90,62
73,33,69,25
77,25,19,49
96,68,51,80
31,91,81,95
20,29,16,79
39,28,100,80
13,96,80,92
44,35,47,81
82,69,66,32
98,47,83,80
55,56,39,42
31,40,81,42
99,61,67,82
38,74,97,11
82,92,82,82
82,95,75,52
97,80,84,45
85,10,77,16
17,39,99,23
58,87,32,87
55,26,77,22
38,70,26,28
50,28,81,39
82,94,21,25
95,17,80,57
67,56,59,19
99,40,59,76
56,92,15,53
92,73,38,18
42,84,32,87
46,10,69,90
71,50,73,82
86,13,22,14
86,75,85,100
16,92,36,71
17,67,89,96
33,31,21,42
53,26,84,79
20,59,73,36
81,94,92,25
91,27,32,68
30,19,97,98
82,50,76,31
34,54,66,96
21,84,81,32
52,35,70,93
13,90,35,66
76,38,34,96
40,89,63,10
47,55,50,57
17,61,49,86
65,98,82,79
56,39,13,10
73,68,76,95
73,65,53,19
91,60,89,62
37,21,54,45
16,42,10,95
31,50,48,42
40,90,91,34
46,28,22,21
72,22,29,86
94,99,21,91
63,27,68,16
89,55,53,29
57,95,70,42
27,70,15,55
95,93,13,12
86,74,28,50
33,68,28,95
81,76,97,80
98,30,95,71
21,48,29,22
40,71,54,72
62,94,12,40
85,59,43,78
35,27,78,81
29,25,90,49
73,24,69,42
36,95,20,62
11,58,82,58
79,89,53,42
55,56,76,98
76,45,63,27
99,28,58,61
36,27,35,61
56,67,79,47
26,47,43,67
64,30,75,13
30,41,70,70
53,95,15,88
44,75,24,92
61,85,55,81
78,83,28,34
35,24,82,93
95,79,59,14
58,86,69,29
74,72,65,26
25,35,64,15
65,73,59,13
48,64,40,29
95,38,21,70
23,78,54,26
75,55,15,32
41,79,21,30
11,73,70,28
46,35,96,11
42,36,27,71
71,90,57,57
47,83,99,18
68,36,96,30
37,51,38,23
83,85,41,60
30,41,67,55
59,82,39,46
81,25,74,25
14,86,12,63
47,73,87,95
16,67,21,91
34,86,90,77
52,74,93,56
46,25,29,36
41,81,60,28
61,54,29,86
90,40,77,60
52,77,91,18
18,83,62,15
51,91,33,60
59,72,67,94
10,42,95,50
30,74,25,56
93,50,91,84
66,25,90,78
84,86,41,45
38,76,54,71
14,76,53,44
57,89,27,28
19,57,73,17
41,67,88,90
92,62,47,46
76,96,77,55
45,78,52,31
28,29,20,36
21,55,70,97
77,16,30,73
47,28,99,52
15,33,63,60
32,45,36,17
53,50,33,17
33,41,64,61
74,14,54,20
58,20,37,99
64,51,17,37
74,19,89,76
14,66,91,46
53,86,66,67
45,80,68,63
12,52,24,48
63,43,88,88
81,48,100,47
93,91,84,88
41,72,35,51
47,50,54,74
44,31,20,32
94,44,77,23
40,96,96,76
94,31,28,97
90,62,47,82
92,58,29,80
71,65,88,97
49,91,52,31
24,10,40,19
17,88,82,74
25,58,16,69
10,71,79,65
20,31,35,61
33,60,43,83
64,99,46,24
86,74,62,75
63,97,20,75
57,15,54,86
73,48,60,48
27,30,14,51
92,10,72,86
69,85,36,34
26,44,65,93
16,52,55,97
16,53,86,70
35,76,84,49
24,31,33,14
21,66,36,68
47,74,46,50
74,59,67,77
36,18,69,24
27,81,22,14
96,92,40,14
26,10,90,11
59,96,61,38
75,54,71,92
99,10,85,55
74,19,98,68
95,14,51,77
83,59,26,39
79,10,44,46
73,10,67,87
13,26,97,92
92,81,17,98
56,27,47,43
37,28,14,15
55,92,77,88
69,32,30,30
45,57,61,57
58,41,74,100
90,86,51,86
38,64,27,92
CAPACITY,6869,0,0
