weight,profit1,profit2,profit3
41,92,11,74
44,23,44,81
32,54,56,20
81,91,39,80
70,58,18,56
64,89,52,46
96,36,63,29
73,77,83,100
71,12,24,100
12,67,14,78
65,98,30,41
25,90,36,90
60,56,25,80
66,100,50,36
88,10,25,99
78,47,49,75
49,18,94,47
73,29,90,84
50,62,100,82
62,61,14,28
83,31,77,66
39,95,26,12
99,96,93,73
19,20,36,10
45,35,77,31
46,60,75,26
53,92,60,88
96,88,70,22
26,78,88,84
86,55,83,54
100,12,80,81
100,68,60,76
56,23,56,19
98,90,87,63
77,21,16,55
77,33,14,42
59,20,63,77
52,98,15,92
26,86,58,34
37,31,84,33
77,17,51,94
90,100,57,82
100,51,35,100
67,18,46,76
88,24,88,90
64,82,83,47
94,22,85,97
19,66,11,26
22,44,90,66
83,69,47,35
49,46,44,46
14,62,99,84
63,84,30,11
82,71,10,46
80,43,39,37
19,58,12,91
20,85,92,27
91,97,60,100
26,65,66,57
53,13,55,75
41,25,32,47
95,55,10,30
59,75,32,67
100,39,11,85
82,75,59,63
34,67,100,67
100,86,85,34
51,63,81,90
74,40,68,80
65,58,74,53
74,90,83,32
44,38,36,99
65,89,78,87
80,76,40,30
17,88,14,79
31,20,28,55
20,79,29,90
25,85,79,64
68,23,21,90
43,25,42,86
58,88,46,18
14,60,39,75
52,77,10,30
54,38,76,84
30,70,28,77
59,87,44,32
39,53,38,35
71,50,87,18
36,15,21,86
86,85,43,29
100,93,37,75
93,14,21,99
99,24,90,32
75,58,14,78
41,29,73,14
39,79,26,41
75,45,98,71
58,31,35,83
87,81,53,77
97,29,73,50
10,90,44,81
78,77,87,56
62,74,60,62
11,69,48,51
80,63,14,69
28,97,12,48
66,85,92,61
54,24,68,42
100,88,24,12
41,84,33,13
38,62,68,43
65,26,18,95
90,79,97,73
60,42,81,76
96,82,66,23
49,93,12,75
49,72,66,29
44,55,96,79
100,10,58,72
92,20,96,90
79,12,93,100
51,48,64,81
82,37,82,39
78,35,10,38
22,59,61,63
99,28,20,29
56,69,27,81
50,33,65,27
45,49,69,100
54,79,32,49
77,59,88,70
90,84,42,26
60,38,48,80
83,48,96,31
56,72,13,92
56,30,29,19
91,57,76,29
77,51,42,25
85,47,95,34
74,48,22,75
27,98,51,49
65,25,65,20
13,84,53,56
83,90,89,82
89,87,39,54
83,29,27,81
38,22,86,98
91,53,49,66
54,37,28,68
58,41,20,60
39,84,86,91
64,77,80,76
16,84,88,99
91,56,40,19
38,77,64,51
57,93,50,49
69,89,31,31
25,72,46,28
73,66,59,49
51,97,70,42
75,46,43,74
17,79,11,78
38,16,62,69
56,24,24,25
30,76,84,13
77,23,22,78
48,74,32,44
69,48,79,34
81,33,61,46
26,49,37,96
37,25,30,69
21,37,85,19
40,88,22,48
61,13,64,30
22,52,42,40
94,61,61,55
48,95,60,81
27,82,63,44
70,95,85,80
59,65,36,40
88,81,66,70
74,61,48,17
59,47,55,37
12,37,65,49
29,38,95,41
46,76,75,74
26,29,25,52
81,15,71,95
57,76,25,84
53,51,50,100
67,73,25,14
46,48,77,84
66,93,46,70
15,86,56,97
20,25,35,74
68,81,80,51
60,33,19,49
19,12,58,39
22,55,96,59
19,22,48,60
59,60,70,71
24,97,19,98
68,46,75,46
47,67,74,98
84,64,17,26
13,29,55,10
31,15,30,14
40,29,10,41
39,74,50,15
22,69,44,74
92,88,87,52
86,18,10,57
11,38,84,60
48,75,25,90
29,55,32,43
19,77,93,83
20,41,15,34
66,84,98,30
28,93,74,17
11,54,33,51
79,96,22,38
65,61,71,62
96,55,75,83
55,43,38,75
64,47,71,40
18,19,65,69
24,23,88,50
57,37,53,45
92,46,29,11
90,73,40,34
27,94,77,18
56,42,20,84
17,74,65,84
41,47,72,27
16,43,39,99
69,39,74,24
75,78,94,61
21,69,61,54
91,58,72,12
24,14,85,99
21,35,87,62
21,74,50,55
86,16,43,31
78,76,39,68
18,17,37,72
75,68,57,67
45,35,40,39
55,23,99,28
45,43,15,66
88,54,81,41
29,20,12,85
44,98,91,71
18,24,100,41
73,31,61,100
53,61,96,38
71,48,18,98
86,71,11,74
63,37,53,69
86,83,24,67
55,88,56,72
91,32,11,59
22,15,71,22
63,93,54,27
52,65,63,25
47,37,11,47
23,53,27,38
84,76,77,45
43,90,39,98
78,38,56,85
64,77,83,44
16,71,52,85
99,30,53,84
100,76,77,35
65,93,23,50
86,79,23,18
40,87,44,21
95,58,56,93
69,80,27,67
41,100,70,20
77,76,37,66
97,63,24,79
18,29,59,72
92,87,74,87
62,69,67,23
85,94,68,43
41,14,93,28
69,50,91,50
68,73,76,93
16,28,49,45
73,62,96,43
22,21,84,67
60,51,79,50
11,18,92,24
19,78,71,43
85,95,85,43
88,36,60,71
74,10,82,99
87,11,50,48
13,91,98,45
74,32,35,38
29,59,25,100
71,26,44,24
22,61,92,58
42,27,56,75
82,89,62,14
55,69,16,88
19,95,43,82
47,93,11,27
31,28,75,15
27,46,29,99
76,22,45,11
97,16,41,63
27,41,14,97
74,15,33,50
15,35,80,98
45,61,73,66
33,71,75,73
16,27,75,93
82,29,24,89
30,76,23,42
51,37,72,62
76,61,22,55
28,59,54,68
25,15,33,53
78,30,89,53
67,75,70,90
98,63,18,95
65,48,29,52
21,17,19,55
94,27,57,66
68,53,22,91
50,88,31,31
52,41,70,17
22,16,15,28
38,44,41,38
62,13,50,94
75,82,68,60
75,16,74,46
78,85,51,70
22,49,36,47
70,63,19,13
86,37,28,100
74,92,46,62
58,73,59,29
30,72,86,96
15,78,34,23
56,32,42,94
98,52,37,73
47,30,12,50
79,41,38,66
11,63,94,80
89,47,28,48
36,99,84,57
56,46,75,13
65,10,64,69
15,58,67,56
51,51,11,87
50,82,48,10
22,14,17,31
29,14,60,46
52,64,14,82
98,19,22,10
10,37,73,41
70,97,85,37
35,74,11,95
55,60,15,29
91,14,66,50
10,40,91,81
96,21,93,49
68,38,54,100
37,92,26,10
27,15,84,32
29,74,74,62
16,36,45,65
14,24,73,34
67,83,36,10
100,89,45,14
61,87,73,77
76,95,70,95
36,99,62,49
15,62,15,84
39,28,45,62
42,12,27,62
42,87,51,73
59,13,48,16
85,15,77,71
19,38,13,93
76,18,88,52
40,49,90,27
60,75,83,66
13,62,30,82
97,16,98,80
72,74,92,57
65,28,25,21
22,19,80,56
42,77,86,37
19,97,27,15
62,99,22,41
48,87,52,78
74,68,84,64
65,100,87,94
43,82,27,26
30,14,50,55
16,85,39,83
97,26,87,34
71,29,66,90
91,54,25,32
51,91,70,74
86,51,92,67
63,49,23,44
72,45,86,19
88,98,97,63
16,53,92,31
58,96,35,17
86,70,80,32
63,71,11,58
31,54,63,34
46,44,38,100
60,53,92,17
92,62,39,81
90,48,96,26
85,100,87,70
46,81,56,73
33,65,88,48
94,19,84,99
90,65,62,84
45,80,77,24
11,47,20,64
30,57,74,32
89,82,82,68
53,46,32,31
12,89,28,55
67,47,42,59
91,16,26,87
33,37,78,48
46,16,33,22
49,87,38,17
89,84,14,24
31,36,44,51
97,53,93,63
94,62,75,34
78,22,21,74
42,28,51,24
84,32,98,40
77,48,73,73
63,88,22,52
94,26,61,17
13,59,100,54
36,44,69,65
83,60,34,12
15,11,76,55
31,83,92,28
51,72,80,43
16,58,21,22
63,52,90,55
12,72,19,11
26,94,87,59
51,22,95,29
32,64,83,26
76,94,32,65
27,88,22,66
83,12,43,58
69,74,77,92
34,88,41,88
50,38,78,45
91,91,90,83
44,56,74,80
13,26,32,66
41,33,15,50
87,60,75,98
33,45,60,46
29,60,18,57
16,46,43,80
43,73,35,59
92,93,100,82
81,27,40,53
33,55,60,70
91,81,56,48
98,45,32,41
91,77,65,25
32,75,90,93
47,70,73,27
85,52,13,80
56,62,16,81
27,27,69,62
21,29,77,21
38,49,27,88
12,93,33,84
93,30,58,73
61,82,93,33
58,93,17,29
96,33,53,89
23,56,18,21
45,56,58,99
28,96,77,17
50,100,14,29
34,83,85,23
51,66,20,41
88,66,96,67
29,81,59,35
19,54,54,55
66,36,100,87
96,14,74,79
65,94,37,82
80,34,88,86
93,62,54,97
78,48,93,100
42,94,38,95
72,94,80,19
94,98,58,45
90,73,42,90
70,47,26,24
81,52,97,81
41,90,99,48
93,35,58,40
75,43,10,52
77,91,58,75
95,81,31,27
40,57,36,18
41,62,75,86
63,79,95,19
64,46,93,49
35,59,22,22
76,76,28,62
89,96,85,58
26,91,77,30
11,18,91,42
39,53,44,58
17,16,87,12
61,82,54,24
70,74,73,64
48,39,97,53
90,83,47,86
19,76,98,30
48,35,32,10
96,66,70,30
94,12,78,36
40,57,85,66
60,57,69,56
31,99,43,33
89,90,66,63
70,99,50,97
21,76,77,77
49,99,35,39
44,10,63,80
36,74,64,84
35,86,39,45
30,91,77,35
43,23,13,17
72,52,96,34
37,15,20,55
20,24,61,80
99,18,78,15
73,94,54,82
39,38,53,42
91,50,49,23
35,10,52,59
24,99,14,61
40,70,29,48
14,66,92,25
12,12,80,28
62,39,58,16
85,94,59,44
32,100,27,86
97,64,89,53
33,41,51,35
63,37,61,76
93,90,20,88
17,42,26,55
64,62,45,82
87,36,97,74
87,95,62,55
71,67,58,48
17,46,62,79
12,22,18,91
27,87,57,21
82,10,58,54
94,61,74,65
21,35,19,39
46,97,19,52
28,34,78,42
61,38,18,17
11,14,100,56
37,48,68,67
34,76,22,48
29,53,49,71
63,47,46,48
13,12,15,46
35,95,84,23
43,24,81,56
22,77,40,82
28,89,91,51
52,38,100,15
91,76,20,18
79,55,100,60
94,44,57,93
44,31,97,28
35,91,48,43
95,36,36,71
54,46,29,71
38,57,44,66
28,43,11,65
20,30,88,52
11,35,43,12
99,70,50,73
12,40,19,25
15,59,89,13
77,97,17,64
83,89,76,60
94,56,71,46
100,29,67,42
78,20,73,66
90,78,33,92
79,59,74,36
27,86,18,14
69,84,43,84
77,10,84,19
66,40,82,64
58,31,58,48
41,52,15,96
36,89,22,83
16,37,14,35
33,53,28,53
86,64,87,24
19,18,100,54
14,79,56,52
70,68,12,66
35,81,61,27
44,92,28,80
55,96,89,64
27,51,77,80
53,90,63,55
12,35,37,72
12,46,45,66
81,67,67,70
79,95,62,10
54,78,56,84
74,22,85,30
68,42,52,30
73,93,47,29
12,53,80,82
34,10,52,62
40,48,82,87
85,71,57,74
35,80,97,77
80,76,77,30
68,49,75,77
10,43,100,62
27,14,72,52
33,10,28,60
96,89,42,84
43,21,84,31
79,83,53,76
27,19,51,86
61,12,53,66
21,60,16,43
64,42,91,18
57,94,46,88
52,72,30,37
74,89,80,96
45,20,40,69
14,51,62,54
63,93,32,55
10,67,48,99
28,84,43,37
13,63,95,44
61,41,42,63
59,90,60,18
10,88,23,27
31,74,10,74
40,95,53,45
55,35,46,87
27,48,77,81
89,97,40,32
11,10,58,45
58,19,95,89
73,68,61,51
69,79,47,11
71,60,67,47
39,16,78,38
42,44,60,99
64,40,32,52
45,23,59,81
62,93,29,96
92,34,96,87
99,30,15,49
94,22,82,91
68,21,42,84
47,27,14,77
55,21,87,47
93,32,95,81
77,94,50,25
74,55,29,16
40,71,42,33
73,16,23,99
49,66,57,92
41,61,62,68
38,88,47,77
68,100,48,100
72,88,83,97
23,100,55,85
10,14,37,66
94,87,61,94
34,31,11,96
57,100,77,15
69,62,39,11
58,84,54,68
55,96,69,46
12,20,91,17
27,34,74,62
57,30,24,75
20,32,50,11
97,30,77,35
86,46,28,42
86,18,99,92
12,58,85,92
87,66,66,48
56,96,64,80
19,18,15,87
76,82,93,28
48,14,54,78
74,54,29,40
17,51,68,76
44,89,62,57
15,64,78,86
48,42,63,26
70,49,89,69
40,92,53,33
87,28,75,44
14,71,72,58
12,17,31,77
93,84,61,60
47,23,75,38
63,28,51,81
96,72,32,42
44,45,62,61
24,37,88,48
88,78,12,23
19,46,80,26
66,41,15,15
90,75,97,10
63,38,36,10
21,84,75,34
69,41,52,34
91,15,65,23
96,90,20,86
16,12,40,43
47,15,88,56
23,26,24,10
52,71,86,60
CAPACITY,20618,0,0
