weight,profit1,profit2,profit3
64,48,68,63
11,92,61,46
29,19,64,57
58,76,78,69
49,95,63,74
62,33,24,76
83,83,91,52
74,51,99,57
27,70,82,40
29,94,21,70
16,53,70,81
36,92,28,80
42,24,59,38
80,40,95,87
57,46,78,97
53,98,96,47
53,79,70,57
77,40,69,58
10,12,20,18
41,12,81,77
68,78,31,51
59,28,27,70
35,98,96,95
54,11,23,91
30,84,78,58
52,28,75,65
84,13,25,62
36,75,64,16
87,27,37,82
85,61,51,51
31,100,21,32
61,36,68,100
48,67,94,29
33,37,19,98
72,56,31,81
48,85,70,81
82,80,62,84
91,43,40,93
75,21,42,34
18,70,91,15
64,15,89,10
68,49,70,86
86,35,24,96
31,94,29,29
46,71,13,21
38,77,91,54
56,69,90,47
72,30,27,53
73,52,20,90
12,66,86,21
41,25,91,86
69,27,51,36
78,64,46,34
14,80,66,78
81,20,77,47
56,45,55,73
23,14,72,47
44,76,70,50
78,56,38,89
76,16,71,41
30,64,61,12
98,90,32,63
90,88,24,46
49,33,17,77
43,59,64,93
85,44,31,17
98,63,63,39
36,15,27,46
32,31,43,33
79,57,77,57
57,11,55,34
19,83,15,18
23,75,10,59
25,58,44,83
94,41,86,91
74,36,78,48
97,13,86,15
12,73,45,63
92,61,48,71
77,60,24,82
99,96,59,51
62,21,49,35
84,27,35,93
31,88,86,92
58,50,86,29
42,47,26,82
77,39,36,72
67,51,84,94
19,73,89,24
54,52,72,45
97,64,67,17
59,91,49,67
57,70,93,80
35,45,24,66
18,13,98,19
66,18,56,38
24,91,84,22
37,84,76,89
93,38,25,65
41,95,25,19
59,20,99,53
75,61,93,28
58,46,63,54
80,90,88,91
51,65,70,14
19,77,88,98
48,59,62,41
74,93,20,10
50,34,13,60
33,83,11,32
25,68,12,50
51,90,64,14
81,76,87,87
98,78,15,94
69,66,61,67
25,28,13,24
57,47,25,61
75,68,18,43
14,15,73,73
47,71,35,83
20,44,38,91
74,29,97,40
30,41,82,36
11,21,83,91
22,38,42,25
72,99,11,48
76,25,56,47
44,20,46,50
36,17,71,72
10,100,89,100
40,89,17,36
33,98,43,13
85,39,78,49
68,38,20,78
31,70,79,96
54,14,84,100
68,29,59,91
29,84,11,28
60,66,36,52
16,97,61,95
84,100,67,39
65,15,53,39
11,59,91,100
83,67,91,98
57,13,81,89
71,10,52,41
41,47,100,39
43,53,33,23
10,37,63,26
93,36,59,16
73,51,92,38
22,60,13,31
23,94,86,79
37,63,59,65
93,16,96,100
53,38,56,50
50,31,24,90
49,12,14,39
66,80,65,84
38,37,27,14
81,70,42,30
86,38,58,87
62,12,19,57
14,53,79,86
12,95,26,28
32,27,34,32
29,73,18,35
36,92,11,76
17,89,94,100
15,66,45,73
83,75,31,57
41,55,45,61
18,79,66,29
26,70,35,37
80,49,100,59
30,81,43,34
40,20,76,76
38,70,19,88
28,94,17,55
24,88,89,82
11,14,87,23
31,37,59,35
100,77,53,88
70,81,59,86
13,19,19,33
20,81,45,23
98,49,59,46
40,85,64,93
88,76,52,75
48,49,100,55
53,65,75,30
64,32,71,36
63,48,19,91
42,40,35,77
85,88,19,100
34,55,59,92
70,99,34,64
97,72,13,40
12,69,18,34
27,40,71,14
63,11,61,87
57,22,30,74
91,90,32,46
60,33,39,16
30,23,10,94
66,43,56,59
69,82,12,15
61,75,41,72
33,90,62,28
66,91,24,86
11,10,68,85
36,19,78,34
22,55,56,22
36,10,100,35
71,49,35,92
38,61,72,45
70,78,69,89
36,10,29,99
81,13,58,48
95,22,58,45
73,93,74,69
10,24,57,32
11,70,22,54
70,33,18,25
71,11,28,85
45,41,36,92
70,31,66,39
75,50,73,19
59,75,73,10
75,100,14,79
46,66,71,31
78,43,61,99
41,92,73,62
57,28,29,33
13,80,90,29
43,92,99,42
76,23,44,36
38,13,12,23
12,21,19,76
36,67,72,42
13,92,59,38
56,55,91,37
22,84,12,60
99,73,42,27
10,39,24,44
87,85,42,65
78,34,41,86
23,100,77,58
85,10,22,62
39,79,97,56
CAPACITY,6514,0,0
