weight,profit1,profit2,profit3
82,95,43,97
93,15,51,18
97,61,67,64
16,60,63,52
11,47,14,93
24,58,84,13
20,85,59,43
12,87,87,58
95,55,23,18
62,21,72,89
81,34,48,76
83,79,98,25
75,73,38,71
65,80,34,39
78,28,74,47
13,46,54,79
51,66,47,28
30,86,90,69
50,82,48,45
63,36,86,59
28,10,42,50
47,81,29,69
88,91,46,63
14,92,81,85
59,73,15,40
41,92,89,56
44,52,94,59
21,91,28,90
52,93,61,38
79,10,15,15
63,99,46,55
25,83,13,91
61,53,69,54
10,93,53,32
94,10,27,33
45,83,46,28
84,97,40,79
15,22,44,90
72,81,85,77
75,94,29,90
99,72,83,12
63,40,14,12
73,85,99,73
90,41,19,48
60,66,15,63
40,43,46,88
78,86,93,46
93,57,81,83
73,44,56,76
35,60,74,24
38,76,49,54
100,19,20,65
83,60,42,39
74,11,85,24
84,45,38,13
98,100,31,21
43,55,18,26
28,99,63,73
43,88,61,43
33,62,50,58
52,27,83,40
85,49,29,50
38,40,74,38
38,21,100,79
60,62,89,28
66,45,14,64
13,99,58,32
54,33,19,28
42,35,63,78
74,14,69,48
65,90,84,54
80,45,54,31
73,27,16,64
48,75,97,47
26,61,89,15
31,57,15,96
100,75,40,29
97,85,31,40
71,67,97,91
24,32,86,10
98,17,27,75
39,12,84,34
32,78,15,41
70,54,86,67
57,79,85,55
66,65,13,40
81,86,47,48
78,92,36,68
63,37,51,11
77,56,48,51
52,43,87,94
87,68,40,52
28,53,16,57
58,84,78,63
100,39,61,51
36,34,63,94
74,32,49,31
92,72,17,24
39,65,51,28
62,33,48,25
81,92,73,67
86,22,65,71
38,45,51,68
36,10,81,83
14,77,69,93
53,26,18,93
95,21,30,40
42,15,82,98
39,46,57,70
89,58,31,10
41,29,76,46
44,47,100,30
14,41,65,23
99,75,94,25
93,99,38,50
16,93,60,56
43,55,88,35
26,24,72,76
85,31,50,27
15,49,57,15
63,60,71,51
36,95,42,100
41,26,80,60
67,63,90,61
64,36,27,49
54,37,17,19
45,43,13,84
54,71,10,57
48,39,89,57
45,12,70,93
30,17,11,47
87,11,51,61
100,71,16,12
32,68,35,36
26,68,64,21
49,15,52,55
65,35,84,84
20,68,44,51
29,91,43,12
42,59,64,17
66,13,43,89
48,24,32,13
84,11,13,76
60,11,38,10
28,36,52,80
58,93,97,63
86,79,71,79
32,69,100,91
25,69,45,51
75,58,100,47
49,13,47,27
27,29,54,19
79,87,45,78
91,27,70,60
47,93,11,40
28,87,72,38
30,10,11,21
46,69,37,22
66,95,38,90
49,72,49,73
15,39,84,47
38,14,41,93
82,38,82,91
30,71,89,20
21,13,23,45
29,42,48,96
44,55,36,59
18,66,85,55
47,83,18,26
75,57,42,20
40,14,24,100
56,53,73,82
13,40,85,53
81,64,59,30
97,68,18,50
73,37,69,27
87,52,96,12
29,23,16,61
14,28,89,61
98,82,87,90
41,40,39,94
30,51,50,24
72,99,100,32
55,60,90,21
91,79,64,86
44,32,11,38
42,68,40,14
46,59,35,70
86,13,24,70
40,81,57,41
29,29,67,71
67,75,94,12
17,73,35,51
96,54,94,12
30,37,45,99
84,91,35,84
77,67,48,31
99,71,53,60
51,48,61,61
55,27,62,84
79,92,35,43
20,18,47,31
70,44,89,51
18,76,58,14
15,84,70,19
68,63,94,92
84,53,85,66
28,61,20,67
75,62,18,99
78,56,27,56
11,12,70,11
81,84,13,73
81,11,75,59
38,42,90,87
69,92,14,75
59,26,40,30
92,100,62,11
96,51,40,50
66,79,83,59
95,51,75,16
90,36,97,33
35,62,90,59
23,45,67,97
29,88,13,70
58,32,80,51
95,40,80,98
43,49,64,23
38,30,94,26
19,97,95,31
26,32,91,18
82,91,36,88
82,38,73,56
91,40,43,10
33,98,97,48
43,20,39,99
51,37,26,49
49,78,47,84
88,25,37,72
61,42,29,36
64,86,40,38
27,57,41,72
25,35,88,32
81,39,50,26
28,82,34,41
42,22,80,82
49,30,47,11
75,65,49,39
73,83,83,37
60,62,12,76
54,16,10,67
87,10,22,19
78,27,20,85
72,17,94,11
87,87,36,95
38,75,71,55
56,43,78,74
35,80,41,12
47,91,43,100
78,37,43,95
16,32,58,68
62,23,89,80
38,23,69,70
50,62,49,85
72,74,75,71
52,93,56,74
65,29,13,80
31,51,53,96
27,21,74,74
93,70,66,62
30,18,85,46
76,93,56,59
70,60,37,23
60,99,96,52
16,78,86,93
36,90,30,100
43,45,17,15
49,18,21,37
14,13,87,58
32,53,42,96
78,16,55,75
36,21,41,10
11,30,100,89
34,100,95,97
75,19,86,17
16,13,50,72
81,65,45,17
84,95,81,97
98,63,55,100
89,60,92,42
52,77,81,11
25,100,25,51
18,12,63,50
17,82,88,25
84,57,20,12
100,99,88,46
38,32,43,51
21,68,10,55
66,71,41,38
42,11,41,29
91,64,21,27
65,33,98,28
68,66,93,70
37,81,34,18
40,89,75,55
76,94,77,92
77,99,81,29
80,96,12,57
42,59,87,85
25,94,35,19
77,13,37,24
