weight,profit1,profit2,profit3
61,92,19,24
97,88,92,39
55,60,53,51
99,45,19,92
79,80,19,82
63,86,20,86
44,44,21,78
81,32,71,70
28,10,58,85
45,67,92,26
63,28,87,19
26,82,78,33
11,82,27,93
80,25,67,58
76,56,38,80
52,15,62,79
98,45,45,42
13,26,69,95
77,73,48,34
29,68,86,58
85,28,51,91
47,81,81,91
66,63,46,24
72,39,95,10
84,62,88,76
90,96,87,23
53,68,94,94
56,59,88,63
36,30,64,53
51,21,74,54
89,26,58,28
58,44,30,71
98,16,45,61
67,32,71,46
100,45,19,88
97,30,41,15
12,32,56,91
50,92,93,46
38,16,61,34
20,11,70,97
49,84,56,26
47,86,27,13
100,32,94,51
43,30,12,68
30,19,69,70
30,43,30,88
91,14,97,75
12,54,38,38
46,11,13,34
79,26,36,20
49,95,77,20
39,39,45,56
13,56,93,75
48,85,53,57
89,10,66,62
40,72,76,29
96,21,44,54
24,39,51,39
20,32,70,32
87,17,45,16
65,82,42,58
46,32,46,13
69,23,34,10
32,50,20,94
53,36,31,95
60,84,34,18
11,76,62,38
55,44,22,27
80,75,82,80
58,37,51,65
19,92,61,62
96,68,69,90
51,54,52,93
51,21,39,81
71,78,61,49
31,61,95,75
94,100,76,34
40,77,10,15
65,87,59,35
62,50,14,99
29,58,53,79
57,50,86,53
47,59,69,69
89,56,18,49
98,50,35,55
24,88,60,86
98,82,82,87
79,45,72,65
35,28,72,87
44,72,10,17
92,37,52,96
82,50,57,86
55,21,41,63
71,62,82,17
27,38,24,44
94,44,62,48
38,62,44,67
88,24,77,62
46,84,64,34
20,71,50,27
97,91,59,96
88,87,63,84
44,84,67,71
72,91,100,39
45,12,15,86
46,11,16,30
92,59,49,96
89,82,55,87
14,22,54,83
58,40,48,25
66,40,95,36
41,32,34,30
60,41,25,97
45,46,64,37
85,18,62,87
13,31,30,63
25,32,66,33
98,96,41,36
92,21,84,15
47,10,51,32
61,11,91,63
69,73,38,94
35,80,59,49
92,79,27,48
36,16,11,34
14,40,54,16
55,57,78,47
94,90,14,76
73,61,71,55
87,36,42,88
80,76,66,43
91,99,15,95
85,48,95,27
60,65,32,42
97,23,71,73
99,73,70,80
80,28,19,20
