weight,profit1,profit2,profit3
26,51,95,64
53,31,60,89
98,43,57,37
87,57,93,21
65,93,89,98
51,85,19,87
38,94,52,73
80,42,83,11
89,54,44,71
95,73,56,47
82,74,66,97
42,28,88,52
44,57,36,25
82,70,63,13
77,81,97,34
49,52,62,11
86,40,89,44
38,55,22,99
94,54,10,26
25,99,99,76
18,98,57,12
28,41,38,67
59,10,84,72
43,84,48,23
40,80,72,24
98,17,87,80
55,89,37,68
75,91,97,31
12,28,44,100
69,51,57,34
84,48,67,11
31,70,60,49
94,47,89,74
71,34,71,83
57,24,93,14
89,47,99,74
35,77,20,86
78,92,77,67
10,32,45,38
53,21,96,56
71,98,19,88
59,73,39,69
43,72,96,81
30,32,37,11
43,35,66,57
82,98,58,13
39,62,67,80
12,91,60,77
13,67,14,12
95,50,62,15
72,27,62,13
21,31,75,87
89,79,74,51
54,70,39,96
56,92,17,23
87,83,80,22
93,38,20,41
50,83,28,47
100,38,65,10
77,94,68,43
33,42,51,80
26,31,85,58
29,76,88,25
68,78,56,47
35,88,68,44
42,86,31,72
31,52,34,79
34,48,92,80
85,64,90,42
37,15,60,18
19,33,12,37
16,37,25,28
53,60,15,64
97,47,79,80
59,38,50,66
56,55,21,96
35,87,45,32
42,22,99,47
80,15,10,45
98,89,36,81
73,10,53,75
69,51,59,49
59,19,65,86
69,18,26,91
31,44,79,72
54,42,29,49
91,31,78,89
73,28,35,39
92,12,53,57
50,14,26,56
37,85,14,68
20,53,81,93
35,21,27,45
44,11,38,50
83,92,75,67
21,97,49,51
89,39,94,95
67,65,54,30
62,95,74,57
87,20,40,86
54,40,18,10
48,24,74,33
26,73,58,74
63,57,18,25
90,73,25,13
55,47,38,71
100,92,38,64
50,35,70,100
60,41,87,27
73,67,29,99
85,22,86,88
27,84,18,13
18,51,66,42
21,26,24,24
26,16,100,81
29,24,75,84
23,28,94,55
30,21,34,99
36,67,92,36
51,11,74,30
75,75,92,90
85,74,51,51
94,64,94,18
67,73,95,11
74,47,43,92
12,84,95,14
19,38,69,57
65,51,39,100
40,44,88,36
56,79,83,20
88,75,24,97
49,89,39,61
96,35,30,10
75,56,31,65
49,71,31,50
60,22,38,17
62,20,58,76
97,45,69,12
100,56,58,17
67,22,42,38
81,27,42,51
26,42,23,74
89,83,48,39
17,64,32,57
91,11,15,75
90,32,84,43
18,46,78,51
78,93,85,10
47,91,61,54
52,14,82,44
32,32,92,90
21,67,27,53
48,30,69,37
58,25,11,22
26,93,92,51
88,35,22,36
64,13,41,99
54,89,22,17
75,18,64,98
66,81,37,63
75,50,39,75
35,97,43,74
92,64,76,20
41,88,64,24
16,17,63,46
76,77,86,69
100,35,10,31
38,86,40,26
20,18,10,83
82,96,92,30
16,73,84,70
68,25,72,69
55,12,17,11
58,45,19,68
11,26,37,92
73,92,56,86
34,39,11,69
24,43,59,60
28,42,30,47
14,58,78,72
13,34,89,64
22,59,78,16
20,71,19,55
14,80,47,57
17,21,28,73
84,38,77,53
51,52,29,19
92,48,69,11
49,32,74,45
47,50,63,21
32,35,66,56
74,35,37,87
97,98,23,99
95,81,13,34
49,22,59,37
43,56,44,33
64,43,41,32
38,37,99,77
33,31,45,45
61,74,86,96
49,74,67,85
34,81,21,57
30,94,77,85
54,59,45,57
60,43,39,32
40,65,60,25
99,58,70,67
27,49,14,61
95,45,12,17
33,91,75,27
38,33,28,91
48,29,74,93
25,18,34,14
75,55,86,80
24,69,95,34
21,39,74,32
92,84,58,68
36,39,38,100
87,29,35,42
90,45,82,90
67,73,66,49
52,88,49,29
12,73,42,71
27,25,37,30
39,57,90,100
44,20,54,75
80,57,79,94
52,62,21,40
27,93,60,15
70,17,24,66
25,98,13,35
76,13,14,26
61,94,32,80
29,88,72,52
74,73,33,55
59,23,47,97
71,99,16,90
59,65,65,79
53,20,71,66
47,41,27,52
77,87,25,88
29,97,69,98
14,52,27,93
29,51,92,12
100,39,35,56
84,69,73,29
49,49,49,17
20,41,80,26
77,61,71,35
23,14,96,90
75,57,98,20
38,36,34,10
21,51,73,27
49,27,49,32
40,66,14,27
75,41,73,30
68,85,88,79
98,28,22,99
33,40,37,20
32,96,89,99
33,98,92,60
25,45,12,70
88,67,10,93
57,97,29,55
85,79,83,38
21,73,97,45
49,36,47,36
41,49,83,86
44,84,59,51
19,24,84,98
70,56,27,84
92,14,48,60
70,64,45,31
21,98,91,33
63,64,30,81
55,45,65,99
24,28,12,42
81,37,88,61
33,77,88,32
89,55,14,62
74,87,97,49
55,39,69,72
91,33,29,34
46,37,82,93
87,48,14,47
64,67,38,46
49,49,19,47
64,83,82,37
18,18,24,11
94,80,50,89
39,92,13,74
55,33,43,15
31,32,81,99
87,41,66,38
91,79,37,77
93,62,44,83
85,14,75,33
88,35,48,76
35,66,72,82
96,98,45,20
96,63,16,35
17,12,98,26
95,46,14,99
57,92,81,87
36,69,40,62
53,24,16,89
28,64,73,43
32,53,45,12
76,93,11,31
48,61,87,13
46,46,95,14
56,53,54,50
21,82,90,34
18,80,66,66
16,41,85,52
33,85,67,34
94,16,65,66
59,63,13,77
60,71,47,15
33,67,71,77
81,29,27,38
88,99,40,30
75,31,50,91
23,34,10,52
23,95,16,76
92,76,81,97
71,92,91,69
89,38,59,91
17,45,67,50
68,24,15,21
85,20,30,74
92,100,13,56
94,90,98,47
63,35,72,100
56,72,34,38
59,75,59,71
19,88,97,28
22,18,31,44
85,13,48,17
31,38,25,33
12,81,83,48
65,97,19,32
92,19,65,76
87,40,69,47
93,62,83,17
13,94,61,55
81,90,99,45
45,12,66,50
67,83,73,56
25,92,92,41
32,98,93,23
94,77,55,97
61,29,12,40
53,29,54,63
100,54,78,67
69,80,64,32
42,36,99,20
41,62,43,19
94,29,28,78
69,12,95,68
99,80,76,99
38,72,46,36
41,52,93,61
45,37,33,33
16,63,89,96
44,53,60,99
30,84,100,29
86,78,61,30
63,64,76,28
92,92,12,55
98,57,22,94
52,63,72,94
59,62,20,35
46,98,45,62
83,86,74,32
52,99,14,73
50,81,41,43
15,74,45,95
73,28,68,52
45,32,75,82
34,16,51,12
21,27,68,50
13,37,73,95
79,17,64,76
58,81,89,63
91,90,57,40
93,79,80,82
31,83,83,35
60,70,36,94
99,69,29,81
68,85,75,91
60,36,74,42
41,27,72,23
98,90,59,58
10,43,66,26
68,82,99,33
29,31,64,64
69,86,42,35
31,21,34,28
50,21,52,64
31,16,42,74
16,89,59,77
50,90,22,86
38,22,53,63
43,77,44,63
45,71,25,28
70,14,67,35
35,90,51,20
68,84,58,75
72,37,10,82
47,59,76,13
96,48,24,79
67,82,63,28
34,69,54,47
21,19,28,11
46,50,94,10
16,10,67,90
15,76,42,85
97,73,83,92
54,97,35,97
53,27,81,53
82,65,52,85
32,89,83,17
88,56,40,34
65,67,65,16
21,89,100,96
21,100,100,72
63,74,67,81
38,14,53,94
31,38,25,92
20,90,75,90
16,27,42,16
74,79,39,20
86,33,88,73
59,99,62,74
56,40,79,75
48,38,98,100
15,63,42,57
80,37,54,22
54,57,56,30
98,44,66,92
82,80,21,96
