weight,profit1,profit2,profit3
90,39,16,60
64,76,44,97
69,23,43,80
25,50,57,18
63,80,19,56
70,77,32,60
98,22,100,63
49,26,66,98
92,32,72,52
98,99,58,10
11,91,77,20
78,89,44,79
79,73,48,68
17,17,24,64
54,31,18,16
41,86,13,49
59,48,61,44
50,10,23,74
90,82,68,81
88,56,40,39
70,93,17,72
66,18,50,33
69,30,51,100
77,100,25,24
100,47,90,61
26,11,77,48
73,49,99,21
37,64,31,21
22,30,30,17
62,78,42,44
83,47,99,46
26,15,67,47
11,44,18,10
37,23,36,23
58,38,36,64
42,89,88,79
46,10,23,65
89,98,69,18
80,29,89,51
24,37,70,32
91,40,77,13
76,15,38,90
70,35,10,56
88,73,25,100
88,89,64,71
100,32,61,38
97,66,80,91
40,22,83,52
83,93,74,59
83,81,77,96
46,37,75,14
76,100,83,24
19,90,52,52
11,96,18,71
75,47,60,26
65,39,62,95
80,73,10,38
40,50,11,28
62,83,82,95
15,86,14,63
55,42,37,59
18,47,74,43
22,17,46,83
95,21,72,38
56,98,11,82
16,29,73,82
29,51,56,13
85,95,53,93
93,15,64,97
97,61,100,97
85,42,16,38
79,18,93,60
61,62,38,17
18,51,76,76
63,26,34,86
21,33,91,33
69,31,76,55
84,67,42,38
66,34,77,11
33,60,90,52
36,97,37,51
53,39,84,71
66,58,49,45
93,55,96,63
64,73,46,74
97,18,13,53
66,21,70,94
10,82,43,56
22,62,42,37
100,17,42,37
86,82,83,76
30,60,93,48
63,19,28,56
79,14,73,88
53,46,78,33
28,87,19,93
13,97,82,47
92,11,66,58
94,85,77,41
48,84,80,82
22,50,59,27
29,40,44,74
99,80,95,15
33,57,98,65
28,38,28,42
46,14,17,18
78,64,53,73
30,74,20,69
44,93,12,58
50,35,34,88
89,14,49,88
27,70,93,99
25,21,56,47
65,70,62,46
33,69,91,40
91,62,70,45
50,37,55,63
33,39,43,57
87,68,49,81
14,31,98,84
27,79,36,63
39,47,64,62
18,72,21,73
37,86,11,47
90,88,81,73
39,70,29,20
41,89,67,88
13,75,78,64
24,40,31,71
96,12,79,88
63,33,48,96
77,56,91,87
85,95,49,85
27,74,83,38
47,22,44,18
71,66,63,68
70,87,93,52
23,11,66,23
35,64,71,27
55,61,31,32
61,54,72,55
33,98,47,24
58,58,27,66
52,73,54,41
57,88,20,24
20,76,91,16
65,83,33,28
62,31,84,79
83,19,96,86
28,45,61,78
87,21,26,92
88,19,35,56
14,87,30,83
43,97,16,99
40,78,40,44
44,46,29,64
14,74,17,98
39,17,85,52
36,86,10,58
67,76,61,92
74,81,76,20
38,48,85,22
95,56,48,70
40,19,30,41
46,69,22,12
56,19,44,59
14,64,13,90
35,95,24,84
52,26,62,81
65,15,78,26
32,62,20,54
80,37,49,10
46,50,16,27
18,31,67,29
25,23,47,93
65,16,66,19
39,14,73,28
45,34,99,22
98,48,10,63
71,48,37,56
67,88,26,42
90,27,54,73
64,12,16,45
95,45,24,20
34,29,80,82
97,75,97,49
71,51,18,11
55,90,79,71
48,97,40,22
69,68,52,92
44,25,60,83
58,77,41,98
94,68,33,95
53,26,13,28
21,47,27,54
32,85,18,61
35,88,36,26
28,35,16,12
33,10,68,38
92,31,90,89
16,20,81,64
56,44,86,37
38,42,44,75
100,55,77,20
64,31,11,49
20,12,29,22
50,64,23,62
18,81,27,55
31,75,87,54
44,19,92,25
35,44,25,84
27,72,12,75
46,62,27,63
72,30,15,83
96,14,89,18
46,33,27,51
29,87,13,98
95,62,77,86
29,90,60,89
52,82,62,33
83,95,38,47
56,64,28,43
89,26,70,38
25,32,72,41
46,32,99,46
41,35,56,18
75,17,96,85
72,59,96,83
14,89,76,30
71,36,11,72
46,19,26,92
43,26,87,99
17,80,76,25
42,40,93,87
35,80,96,85
18,72,23,59
25,21,75,10
32,47,33,81
19,88,15,47
99,36,35,64
68,92,87,27
73,46,84,24
78,97,97,63
57,60,49,70
15,39,94,92
20,10,19,81
84,60,96,64
75,26,60,24
45,73,66,14
33,66,62,82
53,87,45,97
90,20,52,44
28,49,15,53
87,41,44,11
72,41,14,77
96,13,39,49
92,71,62,45
24,33,20,73
68,66,89,23
76,98,96,71
49,80,56,65
60,43,40,40
76,78,22,25
50,54,83,53
82,80,77,34
99,98,36,59
40,49,13,27
69,55,36,93
21,76,51,19
73,89,93,43
84,67,34,81
62,49,73,57
23,60,79,47
76,86,45,66
84,99,22,30
64,52,100,59
73,75,80,41
45,76,27,85
38,95,50,99
24,12,47,100
94,83,91,50
70,18,43,78
70,48,41,93
35,21,14,24
39,78,41,12
43,98,30,13
86,36,60,100
73,53,61,22
72,87,89,82
85,71,26,16
55,86,15,66
96,76,23,62
81,70,47,41
80,20,75,78
46,55,51,16
98,34,70,21
56,18,45,79
21,47,54,17
26,55,74,60
88,36,48,80
11,45,52,35
67,57,37,83
87,26,50,54
44,32,40,65
70,31,66,20
16,95,97,51
45,99,94,55
41,91,44,80
52,90,99,95
32,93,62,10
13,46,91,42
74,38,73,35
21,20,28,25
16,30,62,13
45,30,29,32
17,57,81,70
35,15,77,88
37,57,76,58
51,61,95,26
73,23,53,63
58,68,11,21
42,78,44,67
95,13,97,50
62,92,41,64
34,37,38,100
38,87,25,72
54,57,82,43
17,64,65,50
15,80,12,81
83,17,75,35
63,84,53,45
77,57,93,88
54,98,27,59
86,28,13,77
80,24,69,36
24,73,74,78
24,23,46,76
27,32,71,48
73,80,87,13
90,39,75,41
72,65,15,55
99,30,34,32
75,84,18,70
74,27,11,44
38,39,23,30
44,52,29,22
89,15,84,40
39,42,21,26
45,99,82,68
84,15,77,55
51,16,54,50
25,38,57,26
39,78,64,85
73,53,74,10
81,38,76,67
21,77,35,10
33,46,13,15
97,55,16,48
24,93,42,78
97,95,66,100
85,53,95,54
25,94,81,59
34,26,25,49
37,83,76,52
74,95,72,10
24,47,88,67
50,20,18,58
40,84,94,20
51,81,92,28
30,56,88,85
85,31,44,36
18,66,100,43
22,51,99,100
21,33,71,14
68,92,95,100
81,88,25,65
49,47,73,32
16,60,14,89
47,35,43,56
69,96,75,70
62,86,87,27
26,20,100,83
42,36,81,40
68,53,56,14
69,14,18,70
68,14,23,56
79,31,34,94
97,12,97,37
13,69,67,54
57,30,95,61
82,35,27,41
87,81,73,23
22,46,56,92
44,98,18,18
47,67,53,21
40,78,76,53
18,21,42,91
40,89,49,86
12,19,100,51
86,10,86,70
10,86,37,74
40,95,26,53
61,22,86,14
31,25,93,78
28,39,58,54
72,36,91,84
92,46,71,17
40,88,66,26
73,14,73,63
67,32,86,94
22,15,96,72
11,22,96,61
95,11,45,67
61,15,52,64
16,92,48,94
51,60,21,35
58,56,62,59
71,68,14,57
38,44,87,64
45,30,77,69
95,15,52,86
62,41,32,52
71,25,14,83
31,15,12,56
74,35,79,24
42,44,21,90
75,96,90,13
66,14,18,17
37,17,26,91
49,58,77,98
34,71,22,28
13,78,85,71
96,73,12,55
14,70,77,73
11,82,92,40
95,46,18,47
11,54,22,26
55,52,20,87
48,77,70,50
93,86,44,75
97,21,99,56
80,79,86,68
94,74,52,86
79,72,18,42
79,73,78,93
58,30,76,14
97,82,85,20
61,66,47,93
12,28,11,46
34,61,28,94
88,74,28,86
88,88,28,89
41,28,22,49
43,100,78,49
47,94,25,54
86,59,62,12
100,93,79,88
29,16,72,69
75,16,75,46
81,85,86,64
29,71,86,54
69,43,45,10
28,93,62,39
86,46,17,50
16,20,35,38
98,69,98,35
87,64,48,61
43,79,82,31
58,49,84,59
78,28,19,36
55,61,25,60
53,44,73,18
64,81,23,45
71,52,29,99
87,84,83,40
97,27,41,16
67,67,85,18
72,31,70,83
97,60,39,79
53,84,90,22
69,47,54,74
86,13,48,91
99,27,13,64
58,96,51,19
34,98,44,24
90,61,21,40
29,26,92,48
25,53,27,87
46,64,17,75
67,98,55,61
95,27,36,97
67,61,55,29
26,62,93,47
91,24,35,57
25,60,76,86
68,40,35,62
92,91,69,65
43,74,65,23
88,30,28,88
25,69,50,93
43,77,20,54
96,22,54,75
21,13,11,56
41,75,21,28
35,39,33,40
85,53,27,25
40,30,73,94
15,11,70,100
57,50,14,87
27,57,81,36
59,52,53,99
18,62,39,51
54,93,76,89
88,47,72,33
48,63,17,22
53,62,17,68
16,22,51,79
68,53,86,81
56,29,89,15
88,78,100,10
31,24,37,92
28,26,11,26
99,79,33,43
18,57,72,32
13,100,88,46
41,68,41,70
14,21,36,37
62,18,76,75
48,57,23,63
34,65,43,17
42,31,10,40
37,52,27,43
92,100,51,47
12,19,87,67
41,35,40,17
56,82,33,13
12,90,84,81
31,66,68,66
29,100,64,57
97,11,46,44
92,45,14,23
100,77,63,51
85,20,33,85
61,87,96,29
63,99,94,87
68,96,57,87
13,33,37,90
47,53,55,69
96,60,52,67
58,80,66,69
16,21,49,40
21,47,81,13
81,69,86,90
26,80,37,25
33,58,68,96
73,92,32,52
67,62,44,88
52,54,25,64
78,67,66,87
59,89,62,23
75,32,18,77
42,34,42,41
42,58,79,81
85,36,51,13
29,36,45,67
85,83,19,87
55,72,17,73
54,37,70,68
97,88,61,58
43,10,83,43
13,13,36,94
30,99,87,39
60,36,12,68
39,82,42,15
52,36,95,95
23,25,35,85
83,100,27,88
21,21,29,58
63,12,70,58
71,29,76,55
30,65,92,95
93,96,12,11
90,97,34,63
87,100,88,68
20,86,91,37
94,92,43,40
70,54,82,58
64,62,44,17
74,93,13,14
81,69,47,80
46,97,53,35
43,30,96,98
84,83,89,58
78,80,10,17
14,35,71,94
69,80,66,53
100,71,78,24
15,30,14,30
83,35,27,35
100,71,68,44
30,42,12,93
74,40,93,56
58,29,95,77
12,13,46,53
31,50,50,75
41,95,15,44
51,81,40,29
79,22,47,99
74,21,35,88
62,38,81,44
40,92,88,30
12,42,19,70
22,56,54,66
78,65,66,41
63,35,36,29
35,92,74,38
16,93,32,48
34,50,95,15
54,62,25,80
32,47,44,85
55,71,31,32
30,46,11,29
85,80,84,96
97,57,24,11
59,60,29,62
82,23,96,44
84,60,67,80
81,81,26,76
97,31,84,16
86,88,93,48
94,63,82,91
37,69,62,57
45,25,60,10
71,33,31,63
87,78,50,13
78,34,56,44
29,14,43,72
58,42,28,13
68,80,56,34
24,56,19,18
90,43,63,16
57,14,73,37
64,96,40,69
91,30,95,40
67,27,28,90
70,42,95,51
37,43,29,59
71,55,63,95
54,74,99,83
92,24,24,94
17,96,33,91
46,91,52,43
42,20,69,35
77,97,13,91
11,91,28,10
13,14,91,10
55,55,65,33
57,65,61,48
16,51,69,77
83,91,50,50
33,95,20,86
13,73,18,85
92,33,61,93
29,54,92,12
13,67,66,63
50,72,86,19
55,75,92,75
89,23,38,51
100,80,31,32
73,81,27,27
69,100,81,36
85,18,74,56
67,73,45,54
50,32,63,50
92,73,100,34
93,94,42,21
12,15,32,96
81,100,73,42
44,96,69,53
38,63,38,78
100,45,54,42
83,52,16,63
94,24,28,69
61,48,84,42
41,64,19,87
58,43,28,18
21,54,50,61
79,36,64,46
52,92,79,100
11,56,43,73
24,79,50,38
56,55,44,18
40,81,31,34
22,53,66,28
85,20,59,26
22,46,100,35
36,65,15,27
95,50,42,47
28,80,28,85
77,89,16,34
93,42,75,86
23,55,46,45
99,45,49,74
15,27,91,70
25,100,11,51
54,98,37,46
39,82,47,14
97,19,82,30
26,30,14,33
67,17,61,79
38,98,12,83
65,33,75,68
55,15,10,51
56,83,77,67
16,46,43,62
11,65,52,70
16,45,35,64
84,78,88,99
96,11,77,65
31,31,55,97
68,50,31,89
29,23,47,52
70,21,80,16
14,96,68,11
27,22,43,19
77,61,58,82
88,59,97,64
66,98,17,21
38,43,65,62
76,45,58,40
35,62,48,76
97,17,73,50
17,61,90,32
25,14,18,19
100,86,61,37
73,79,36,93
96,22,73,29
38,10,53,60
97,12,45,52
23,85,45,78
81,68,93,67
41,25,29,13
23,86,20,63
68,75,42,57
91,63,55,10
79,97,60,77
55,34,57,68
60,41,46,93
31,44,89,73
61,29,22,22
CAPACITY,20857,0,0
