weight,profit1,profit2,profit3
65,17,98,58
17,62,49,37
93,93,78,21
74,29,76,26
30,15,70,23
97,14,62,55
11,61,61,20
73,22,45,81
43,95,30,90
32,23,15,55
99,32,55,77
55,62,26,55
79,10,26,26
68,78,42,11
19,13,86,95
50,86,83,87
89,70,74,38
18,89,21,66
45,33,22,69
52,72,76,91
33,48,40,88
100,20,70,72
99,26,19,37
15,78,63,27
39,63,19,86
13,55,73,88
74,22,85,25
93,80,37,63
87,11,56,36
65,63,98,12
67,87,65,73
27,83,27,21
66,66,92,83
61,12,96,63
65,78,39,62
85,39,26,95
43,51,42,71
87,47,15,74
81,77,89,49
18,93,39,82
37,51,77,85
57,13,72,95
93,31,92,93
46,97,92,83
85,66,84,56
63,53,42,48
52,98,57,53
12,31,61,83
93,62,57,52
39,38,72,81
28,57,62,89
89,87,55,67
80,88,34,64
66,85,87,63
76,21,80,30
42,87,57,62
72,72,69,62
70,87,52,41
36,48,79,87
36,21,91,43
84,58,15,42
73,57,90,29
40,47,23,69
21,44,29,35
41,26,84,73
51,53,57,67
90,20,22,55
86,37,100,68
90,55,95,48
48,29,22,78
87,24,77,57
58,59,36,63
98,77,86,33
30,76,85,39
18,97,86,82
100,93,57,19
32,91,98,46
71,67,80,27
21,86,97,49
10,87,70,73
24,23,77,30
29,59,62,59
72,42,80,54
13,56,23,36
90,31,71,93
64,59,37,39
80,37,99,11
34,34,70,41
63,67,84,16
63,15,74,68
95,13,75,76
75,40,93,28
60,89,96,26
95,35,76,48
69,96,63,48
94,99,85,37
64,78,52,58
17,87,99,69
81,73,33,17
61,40,83,39
89,46,89,27
80,19,91,28
66,62,70,24
65,58,83,86
93,64,32,13
49,26,86,16
26,74,100,16
54,10,33,13
40,41,45,25
39,17,94,92
15,88,23,10
96,60,85,82
31,51,17,14
87,30,58,50
66,69,53,47
37,44,10,38
84,15,91,57
18,40,83,20
95,100,66,45
32,90,69,97
62,89,44,87
42,44,19,79
85,97,81,43
53,71,58,43
20,84,46,20
67,94,59,33
94,18,31,57
49,19,62,42
88,85,10,22
47,15,30,100
70,77,83,10
61,40,74,44
46,83,77,93
82,90,67,71
21,86,94,93
27,46,19,88
76,27,54,19
65,40,78,15
24,85,31,72
57,31,63,34
12,32,97,27
51,87,53,68
38,39,84,43
94,41,89,38
34,56,67,73
24,91,40,46
31,100,31,15
86,61,20,54
84,83,21,75
46,92,22,91
18,20,48,28
23,61,16,35
96,67,55,84
54,58,57,39
86,35,21,58
34,11,35,29
66,65,84,45
29,68,10,78
83,97,77,75
24,68,36,69
76,39,65,58
75,96,83,64
18,66,12,88
23,80,32,49
92,46,28,10
44,61,56,64
32,95,64,62
92,58,69,95
17,81,92,100
88,94,76,68
31,32,13,35
43,77,99,15
15,39,20,18
91,100,54,61
60,18,12,48
52,20,32,94
22,21,20,66
51,32,75,28
44,21,96,91
29,41,70,11
11,16,87,69
14,44,77,71
47,56,61,29
53,30,12,12
100,94,33,12
86,61,81,27
62,83,62,35
83,95,52,50
15,81,64,34
23,52,24,86
39,99,90,43
26,62,27,12
27,33,29,65
39,90,54,91
19,66,77,18
16,72,78,33
46,62,69,100
10,56,24,34
34,93,42,52
74,48,30,80
23,42,20,50
42,78,63,43
73,40,70,20
28,94,88,89
41,53,29,66
15,93,22,52
35,11,10,70
66,73,82,72
67,76,84,35
12,35,62,17
93,47,86,17
25,28,94,31
36,60,39,47
28,63,47,12
37,68,37,24
99,71,37,39
13,34,61,59
12,54,70,51
89,57,81,72
65,86,82,63
65,43,48,75
58,52,36,62
88,87,46,21
91,57,35,42
36,58,18,86
28,72,34,53
57,92,55,83
64,70,34,74
38,83,23,68
48,36,51,19
87,31,19,88
66,52,74,38
51,97,68,29
49,49,56,15
49,63,65,69
56,27,48,25
84,21,45,36
86,33,38,71
61,77,95,87
59,42,80,16
32,56,91,50
81,40,85,22
47,45,82,37
78,83,43,38
47,12,37,37
22,60,33,45
30,50,11,84
37,91,81,41
16,79,13,91
57,56,24,99
50,38,71,52
39,37,74,67
91,61,83,12
67,98,71,69
96,37,11,12
94,11,81,33
79,97,60,47
96,35,58,73
89,71,48,75
65,46,57,65
78,82,74,59
34,28,28,43
46,47,66,13
91,92,67,56
41,48,46,79
93,88,91,16
20,21,16,94
87,75,43,69
93,14,88,94
16,95,74,44
59,49,36,99
36,94,48,95
33,62,10,78
11,54,88,56
26,97,37,83
64,65,51,38
68,45,60,59
67,13,31,100
24,20,49,91
92,100,13,47
30,45,89,44
56,53,66,58
48,91,12,25
74,20,63,26
47,33,82,13
63,15,78,21
20,18,57,57
24,51,38,33
97,63,26,73
11,63,81,42
90,92,61,65
47,16,99,55
52,56,12,64
89,54,81,100
97,87,76,73
84,22,74,26
33,23,66,64
19,36,57,40
32,37,75,68
82,75,10,16
51,81,16,70
93,60,69,21
56,87,38,38
87,97,44,58
85,96,56,58
20,43,42,80
25,94,79,45
47,92,46,49
76,88,56,25
87,99,72,96
12,83,26,40
81,47,35,12
62,43,60,49
17,45,51,15
57,81,96,89
39,81,54,83
48,95,68,63
98,95,86,94
20,11,29,71
90,97,11,54
71,10,78,15
33,10,59,99
44,81,36,58
46,68,90,87
12,10,26,79
28,87,52,47
61,13,69,86
95,74,25,78
98,60,23,73
58,94,58,32
10,33,17,15
100,74,83,38
31,65,83,54
85,83,60,26
41,59,28,52
64,63,13,59
42,86,74,12
53,62,90,30
59,79,90,28
69,42,28,77
46,25,25,27
24,11,53,53
72,17,49,28
24,34,41,91
100,96,60,94
52,13,33,91
27,17,23,26
73,63,40,66
28,41,49,77
64,70,97,26
92,93,22,32
44,82,70,94
22,20,32,74
46,67,75,84
71,22,41,48
97,43,25,46
58,99,92,54
18,40,96,57
11,13,30,80
36,26,18,91
54,55,26,68
