weight,profit1,profit2,profit3
96,74,50,49
74,49,63,23
95,90,57,85
47,91,95,59
61,95,29,13
66,56,28,13
99,53,40,14
51,67,13,40
54,29,75,27
68,74,50,45
99,42,12,53
58,89,96,52
12,23,34,52
85,12,94,24
27,28,26,25
62,21,26,87
59,19,59,54
86,68,65,78
27,12,49,92
52,95,57,89
18,99,51,56
31,14,18,26
26,36,92,83
52,15,92,36
94,55,10,15
16,45,81,59
37,54,41,87
73,47,12,83
92,37,56,80
85,85,20,68
82,66,57,38
61,41,44,49
96,22,56,97
84,46,96,29
80,60,50,70
97,81,90,83
71,23,72,33
80,80,31,20
54,40,32,24
40,96,26,95
95,30,24,84
97,81,38,95
86,58,82,18
80,80,94,37
68,69,96,99
94,84,16,24
36,21,97,55
87,90,14,37
79,62,83,68
88,94,17,63
100,72,19,56
54,34,56,82
74,96,26,80
49,17,90,54
93,81,93,14
28,72,30,47
88,36,52,81
35,18,54,44
21,42,79,34
38,44,50,64
25,86,86,81
24,20,66,88
33,85,98,23
82,88,98,37
33,32,37,59
37,97,98,72
36,83,55,96
87,45,55,55
85,56,35,57
23,79,25,11
58,31,66,93
47,80,63,66
66,39,65,26
79,87,88,42
100,35,59,24
96,93,77,77
70,42,25,36
29,89,24,42
73,13,45,73
45,71,17,69
22,22,15,45
65,36,51,48
83,59,87,77
42,58,94,92
23,36,41,70
24,64,77,78
36,20,62,40
51,86,85,69
33,76,24,32
27,71,79,21
60,16,66,93
52,56,99,60
74,75,71,81
83,38,93,47
30,63,94,30
74,88,76,70
14,95,52,19
62,98,45,61
34,70,80,100
67,44,13,49
88,91,16,29
31,71,99,57
93,81,83,28
22,38,18,84
51,47,83,46
24,12,68,51
13,89,100,40
80,15,62,75
21,84,79,96
94,73,42,39
62,65,69,75
16,30,11,36
26,98,92,50
97,78,12,48
76,83,91,71
69,33,93,53
20,42,36,57
19,20,35,27
94,14,70,74
76,72,19,14
77,80,48,87
100,12,74,76
44,90,38,56
77,34,68,37
80,53,40,98
28,35,90,96
89,98,49,50
80,57,12,63
46,34,59,18
43,40,83,94
52,14,64,30
94,49,18,90
