weight,profit1,profit2,profit3
80,76,66,66
56,12,90,36
84,61,81,93
55,64,88,41
93,65,16,75
54,19,69,99
91,57,33,50
67,53,61,99
17,41,11,44
98,43,57,27
75,55,52,62
28,79,96,73
12,92,52,39
47,47,98,82
56,49,49,68
63,72,34,85
14,87,47,55
78,14,45,25
98,43,54,52
100,81,79,16
46,17,85,12
76,30,27,20
11,51,40,74
42,71,17,47
47,68,20,90
98,66,69,88
58,21,27,26
68,57,29,41
51,77,91,93
55,11,64,64
72,36,57,12
49,88,85,66
43,28,25,70
34,38,29,16
63,21,42,19
33,79,40,31
21,68,55,28
40,31,25,53
47,74,72,53
55,29,81,74
95,10,69,70
46,96,30,18
17,64,14,92
34,16,33,25
45,65,45,79
86,63,43,26
41,57,15,38
82,97,25,27
92,13,52,95
27,56,74,70
23,35,33,23
25,12,67,63
50,64,11,68
93,100,14,61
52,60,48,87
89,14,23,47
79,93,99,87
16,31,25,21
21,14,50,71
56,86,63,22
86,33,59,79
23,90,60,72
22,40,93,14
58,21,98,23
93,58,94,63
17,21,100,30
84,69,82,93
31,37,96,41
26,97,76,65
13,44,83,30
40,84,49,94
46,98,31,93
88,32,80,54
65,10,53,71
32,50,75,100
51,30,98,66
24,66,70,42
31,74,70,100
42,91,85,49
24,36,24,57
88,57,63,69
42,37,69,26
50,75,14,27
52,98,30,11
85,35,94,97
52,82,57,76
97,28,23,32
26,77,19,58
52,33,59,11
55,23,45,31
11,94,68,12
36,49,82,89
67,36,95,79
49,30,91,43
46,30,62,42
80,52,46,49
81,15,16,17
18,83,44,75
84,64,95,23
69,42,34,95
56,18,99,19
72,12,48,31
58,89,56,10
74,86,82,86
41,65,89,46
26,45,40,94
41,42,45,68
51,100,81,48
36,40,33,20
39,44,88,84
83,43,50,74
72,60,12,22
54,82,75,85
13,80,22,45
36,45,36,32
82,48,23,80
45,53,48,59
49,89,56,15
70,74,33,11
63,81,14,98
29,35,19,17
49,92,99,37
98,23,92,82
95,13,72,58
41,26,19,35
47,47,49,59
98,37,56,17
17,81,80,20
28,91,25,12
14,70,52,14
77,89,15,66
48,40,42,79
96,62,96,69
26,69,66,80
67,69,34,30
52,56,33,48
19,56,80,96
20,76,19,37
63,90,60,88
22,77,25,85
75,47,86,46
11,98,15,79
57,31,38,81
58,26,72,100
42,23,32,49
19,76,97,40
23,18,49,76
39,52,26,74
88,100,59,85
94,70,33,91
44,49,33,15
40,83,17,78
51,86,97,31
20,42,78,95
40,24,88,27
52,89,75,86
42,19,80,44
88,55,74,33
87,59,17,52
40,71,17,34
98,47,20,13
33,86,64,22
50,75,81,86
39,14,93,50
88,56,71,68
32,35,48,88
58,71,35,47
10,70,25,73
43,13,97,14
66,99,52,78
49,81,35,44
89,57,14,63
99,25,34,26
38,89,67,20
17,22,100,22
49,55,51,36
98,35,56,71
23,91,39,39
29,100,79,32
64,14,57,27
72,75,79,59
12,49,62,98
35,88,70,14
12,96,26,58
50,91,21,75
75,52,39,21
18,40,79,20
88,72,40,55
67,96,51,81
62,38,33,45
45,25,69,45
23,54,95,68
42,55,47,52
14,40,62,94
67,81,93,18
99,15,83,97
16,68,59,79
82,25,31,38
100,18,67,28
47,17,81,92
88,83,18,81
10,21,34,46
24,36,97,81
51,23,96,35
44,24,99,87
28,54,53,39
71,72,16,74
13,60,81,82
25,56,22,32
58,98,15,72
63,87,71,32
15,54,96,78
79,91,80,72
49,51,87,98
27,84,100,19
49,20,86,78
91,57,93,97
19,25,23,12
26,77,22,96
26,15,73,26
41,79,41,86
33,66,15,49
28,74,49,85
69,48,91,52
47,21,57,15
33,77,31,26
82,82,67,27
17,51,72,11
44,90,24,91
94,87,75,78
78,71,15,71
54,21,21,41
97,64,34,29
28,57,49,68
76,76,50,76
17,87,65,52
29,96,92,33
89,43,35,32
24,33,77,25
30,65,74,66
23,92,61,65
11,58,72,16
82,47,92,12
28,24,45,41
87,53,14,69
19,72,80,26
87,85,56,64
23,81,29,60
54,75,56,28
94,71,96,31
CAPACITY,6465,0,0
