weight,profit1,profit2,profit3
16,82,25,52
39,95,40,57
14,45,47,91
15,80,31,13
31,36,14,27
100,85,29,21
17,30,52,31
33,66,41,54
48,59,94,44
98,73,38,70
89,76,32,43
74,47,62,21
56,60,97,69
29,45,94,60
91,85,56,51
70,83,40,12
96,81,42,80
63,24,61,60
88,58,47,42
69,95,43,35
86,33,24,33
56,89,32,77
76,83,50,39
45,62,18,95
12,72,40,26
82,92,43,52
73,47,39,56
47,16,99,76
56,55,76,62
21,53,27,63
27,46,40,61
75,30,15,45
65,15,16,13
88,33,77,89
46,10,94,56
52,28,14,75
75,12,74,46
83,22,78,95
48,14,91,29
48,89,26,97
23,71,81,58
50,71,59,88
71,12,48,62
80,23,46,79
36,70,29,91
51,99,82,10
35,53,44,24
58,94,19,71
54,78,75,77
100,89,84,72
20,95,91,36
89,76,21,16
53,23,72,22
21,86,80,88
12,30,31,74
32,78,75,59
18,73,72,19
45,83,39,59
45,74,65,68
79,42,30,33
74,14,96,30
55,52,16,19
59,94,100,57
78,50,33,58
49,51,74,98
55,54,37,34
92,74,82,22
98,26,77,93
20,59,53,75
92,58,32,40
38,92,29,37
47,84,33,82
66,26,74,15
43,14,96,37
84,75,86,85
46,91,91,97
65,84,71,50
46,12,28,21
15,76,59,45
75,91,18,52
98,20,36,97
84,49,35,64
37,27,46,66
15,38,78,78
56,66,24,47
58,50,74,93
37,78,36,32
72,61,48,50
32,85,69,73
73,15,87,33
25,40,54,91
38,72,49,10
54,93,26,61
48,14,74,55
12,43,30,52
21,60,56,87
25,80,24,43
70,80,60,59
56,59,73,20
17,57,10,17
66,49,68,34
10,51,92,47
78,61,67,18
48,31,72,41
69,55,26,88
82,75,100,98
18,29,19,20
40,19,87,78
62,52,30,72
32,43,15,48
50,63,51,66
89,30,24,54
57,71,57,70
26,43,50,77
20,29,33,27
53,77,38,24
24,59,28,38
30,80,82,12
67,86,85,20
48,37,41,65
69,55,64,47
19,46,60,85
43,40,78,60
58,37,48,80
22,23,14,76
87,65,20,51
61,41,12,62
44,99,18,67
72,45,69,10
42,31,63,89
89,56,37,31
46,88,29,77
33,28,58,47
98,17,26,19
53,65,99,22
15,84,89,42
73,97,28,43
94,88,90,85
83,91,40,46
14,31,36,21
54,87,93,56
18,90,28,95
49,53,11,13
14,52,20,10
86,90,68,71
89,91,83,97
66,40,39,16
89,96,23,40
16,71,19,89
19,75,26,81
45,84,63,39
71,94,28,26
82,54,30,12
26,95,42,36
62,62,96,24
30,76,90,97
84,99,79,30
36,89,68,85
21,42,90,66
12,56,28,76
29,54,21,75
29,78,31,25
39,72,54,49
97,48,84,57
62,31,58,53
75,23,51,89
52,60,51,53
11,74,33,35
99,73,84,26
40,42,85,57
88,57,60,42
76,34,17,54
28,12,35,92
22,65,43,46
57,21,38,82
36,62,26,46
28,21,92,61
90,28,40,20
29,69,59,57
43,45,64,87
99,56,56,11
80,37,25,89
44,46,58,55
64,15,28,43
72,82,60,73
31,47,41,73
45,16,48,97
75,73,82,64
84,80,37,72
17,91,71,99
25,57,89,91
70,39,87,13
38,31,51,44
52,66,65,42
67,56,65,71
66,80,97,67
94,42,55,12
44,51,29,14
68,68,54,49
96,29,28,76
39,96,92,19
55,57,64,18
95,97,85,42
56,82,63,81
60,42,43,70
61,35,49,48
91,42,38,94
25,18,74,35
78,18,32,96
83,17,27,86
25,82,44,64
68,36,65,42
71,94,49,69
51,62,81,78
94,86,72,80
93,76,95,35
87,83,83,41
71,26,57,33
27,60,39,43
36,33,97,99
25,63,72,29
81,67,68,28
87,36,68,15
19,25,75,77
17,14,85,91
49,99,26,17
88,96,40,75
96,46,18,30
35,76,51,65
91,79,98,22
48,98,74,75
54,73,15,89
73,39,88,72
55,62,32,86
27,65,55,40
37,31,71,100
68,51,16,53
19,11,11,57
85,53,63,90
78,79,68,80
39,87,26,29
39,45,88,89
41,52,79,24
14,47,90,19
84,20,48,27
53,49,12,79
90,63,27,41
40,54,96,96
59,22,11,61
41,84,96,58
39,15,82,39
42,27,89,88
98,26,69,17
57,59,86,79
48,57,54,39
25,38,37,19
36,64,63,60
48,99,43,95
63,45,75,33
84,59,34,14
73,30,67,75
72,85,100,32
45,23,75,37
56,82,99,59
22,87,44,63
36,51,81,31
69,74,68,10
40,96,52,87
52,16,65,31
100,70,84,58
26,85,98,85
79,13,23,85
55,20,52,87
96,50,98,60
45,68,80,10
53,25,91,63
44,95,19,54
80,93,100,56
28,51,65,20
90,49,26,66
48,48,89,55
25,73,85,39
16,25,95,74
78,44,90,66
11,88,11,51
93,79,68,52
23,56,98,32
65,24,73,80
56,38,48,61
78,67,59,92
100,27,43,66
62,88,80,64
93,15,61,52
49,47,60,53
19,41,75,17
54,78,76,92
32,19,10,45
21,98,98,48
10,49,33,52
62,28,98,13
36,61,43,57
96,75,79,39
86,77,13,65
22,22,44,59
14,95,100,29
87,55,20,22
10,70,30,73
42,32,60,70
63,39,51,15
54,38,59,18
24,56,44,96
22,92,40,65
60,10,97,78
91,38,54,72
82,97,41,57
17,64,60,20
20,80,55,65
95,15,86,88
69,89,64,49
71,38,95,100
25,68,80,49
22,72,70,57
49,21,43,43
71,72,95,39
79,57,74,82
53,56,34,21
87,23,85,68
15,88,70,39
84,97,19,47
47,44,14,18
24,73,40,15
38,50,54,90
76,16,23,68
59,75,38,95
28,89,69,21
29,31,12,40
36,83,87,29
75,25,47,35
49,16,21,92
43,73,70,71
31,79,39,40
24,59,83,84
78,32,56,12
99,62,61,29
98,28,24,70
54,72,82,73
73,72,91,67
81,91,56,58
11,49,99,87
33,74,76,21
30,93,91,69
63,29,32,81
74,83,59,26
66,88,56,13
48,99,53,87
17,77,53,25
76,31,55,21
60,65,90,23
42,31,91,45
45,15,38,18
47,78,26,41
66,13,39,38
31,22,10,45
34,58,22,55
80,34,30,41
33,42,89,26
70,45,84,61
35,18,57,66
44,51,82,56
45,47,27,52
74,21,61,56
66,21,87,19
55,26,68,10
79,72,31,23
100,78,30,89
47,80,57,92
94,34,49,35
32,37,84,71
14,21,40,22
64,83,41,71
98,60,70,89
68,99,89,53
23,19,26,90
47,100,70,51
51,14,10,22
91,21,20,71
74,98,33,47
39,68,94,61
63,33,13,62
91,29,91,97
78,71,44,40
25,30,45,29
49,23,32,48
81,91,11,45
75,46,81,98
92,75,98,78
21,77,34,48
62,27,77,50
44,50,74,77
100,56,60,54
57,96,61,49
49,56,67,80
55,29,100,84
78,42,73,70
51,94,64,97
55,42,16,10
84,43,98,75
99,50,39,90
35,40,56,51
33,71,78,80
88,55,35,88
85,66,63,94
45,49,55,30
99,26,57,99
86,83,10,79
19,38,36,65
94,42,64,33
67,67,71,55
21,78,73,79
60,96,79,36
10,93,13,83
40,70,54,24
80,84,27,30
54,61,91,12
75,12,70,21
37,83,93,21
97,65,21,90
74,46,10,44
88,54,81,20
48,98,89,97
57,40,91,46
26,46,52,50
32,46,25,53
20,79,64,69
16,36,25,49
70,25,36,83
80,82,88,14
55,15,87,69
61,39,100,96
48,40,31,91
79,89,59,10
85,74,49,26
18,47,99,92
19,67,57,67
35,38,48,91
40,40,23,56
84,97,39,86
28,44,44,14
35,25,56,100
61,54,88,25
76,69,10,49
90,36,74,88
60,91,48,46
97,63,49,60
35,91,71,85
67,54,75,20
29,22,34,95
15,27,91,40
10,97,59,36
73,26,91,69
43,54,89,28
85,75,92,97
75,55,23,38
41,39,38,47
18,77,89,33
50,92,75,47
92,36,51,97
58,38,87,55
62,99,78,96
100,53,14,97
81,66,74,21
63,22,27,96
86,53,92,71
59,25,52,36
43,64,46,15
21,30,65,86
44,17,66,52
13,98,87,17
43,43,71,27
68,84,94,33
51,57,68,54
97,20,59,69
70,41,84,44
24,14,83,13
89,63,21,81
94,100,16,95
22,76,87,18
37,23,73,66
42,17,82,31
73,59,52,92
85,87,49,38
91,80,58,40
94,27,90,90
42,91,93,39
14,39,82,99
17,47,32,25
24,97,24,32
37,52,80,13
74,16,18,12
71,100,79,90
CAPACITY,13747,0,0
