weight,profit1,profit2,profit3
60,81,71,39
29,54,68,89
65,27,14,57
14,58,78,26
21,96,62,64
56,12,97,82
23,97,69,54
32,27,41,72
28,24,16,63
98,68,31,30
43,30,26,13
12,45,63,59
77,93,34,63
26,72,23,45
77,52,26,48
84,95,15,83
26,22,89,76
15,90,29,49
61,99,20,27
23,42,48,52
12,83,53,49
34,11,57,59
84,13,62,58
17,58,50,62
55,74,40,56
13,82,11,96
46,26,99,69
82,43,75,57
69,95,18,65
79,73,81,91
70,52,11,56
99,24,55,80
77,43,78,28
30,74,14,64
49,83,62,48
91,20,36,38
96,17,40,98
28,18,58,50
91,63,83,91
53,26,19,15
58,10,86,34
35,99,76,16
36,50,25,99
29,73,92,24
29,37,61,82
82,45,100,75
76,13,87,35
14,26,14,77
68,47,36,68
15,72,14,85
52,26,22,68
30,73,22,21
25,27,27,35
81,44,50,63
46,32,71,90
59,63,57,35
86,14,55,65
94,54,58,57
12,44,47,23
17,51,70,26
58,52,24,59
56,98,48,97
94,39,43,85
39,10,50,21
18,98,51,57
74,14,26,78
91,58,11,61
11,33,30,93
26,48,79,25
20,66,85,33
48,83,25,46
20,69,18,76
69,41,57,59
95,66,53,17
10,81,62,77
56,22,48,12
87,11,17,40
75,31,14,55
49,85,97,17
40,48,17,53
32,54,41,28
46,88,34,19
92,83,49,41
88,89,43,23
52,90,14,87
59,91,22,65
36,50,90,24
13,52,32,70
97,23,52,47
63,28,31,69
94,38,95,68
44,30,70,23
66,64,57,97
95,97,17,59
10,26,29,27
36,60,41,89
69,81,19,78
95,71,73,23
87,73,66,99
39,28,55,13
95,12,72,51
23,62,84,94
95,57,71,38
78,12,31,76
23,66,56,47
46,53,20,18
43,61,30,75
11,17,57,85
21,100,66,65
27,35,72,17
46,83,22,76
79,70,68,69
94,99,12,89
90,12,16,34
53,55,64,25
96,55,22,69
26,80,98,68
82,95,12,76
76,50,20,95
11,88,26,19
24,96,61,12
67,16,100,53
30,62,81,44
70,32,96,75
70,96,69,46
78,49,86,10
81,50,48,28
81,31,84,53
89,41,100,41
33,13,79,35
60,93,35,18
15,46,55,36
29,85,31,53
79,91,64,39
68,35,54,58
71,40,95,12
28,69,55,95
34,71,75,84
80,23,40,71
29,47,17,38
10,75,43,58
65,82,90,12
83,100,59,60
18,54,85,56
85,65,37,24
88,48,71,31
85,91,58,54
62,48,76,26
11,75,40,24
49,24,58,31
67,71,50,66
41,46,87,35
72,79,65,86
40,34,54,27
26,68,49,57
73,72,47,24
19,11,60,23
77,41,20,87
67,27,24,98
81,32,71,48
24,41,73,23
55,23,39,64
61,32,100,87
44,47,67,75
20,42,43,42
71,34,61,89
58,80,79,21
81,33,19,22
19,30,62,20
79,51,21,19
100,23,16,16
29,31,78,72
47,87,16,37
89,76,14,43
18,83,70,49
73,41,90,70
37,21,76,53
40,87,77,51
86,48,96,92
90,89,23,44
97,18,20,26
50,13,86,26
36,55,41,76
27,26,53,81
63,25,66,26
50,56,67,93
47,63,12,78
22,33,92,14
65,57,15,61
24,62,46,61
40,63,55,25
19,40,28,45
21,71,38,94
13,62,34,67
25,51,77,11
21,24,64,23
36,24,44,31
28,18,12,51
41,56,47,70
77,65,16,39
11,70,10,58
26,95,38,24
61,47,28,66
10,12,23,91
56,81,84,55
17,42,90,36
76,77,98,89
44,89,99,73
44,85,47,25
58,28,59,23
61,25,83,42
79,31,13,88
58,16,42,19
41,60,49,41
33,39,48,50
68,47,38,42
80,34,84,67
64,63,78,86
46,37,64,93
16,63,41,86
40,53,92,47
29,89,47,29
59,72,88,71
41,63,68,64
99,98,90,55
51,16,69,95
87,22,69,13
91,43,85,84
26,82,81,99
26,58,74,79
98,33,73,25
64,16,29,24
88,83,90,98
96,51,99,55
100,73,31,40
47,91,56,16
66,23,22,75
70,71,77,95
12,10,45,62
54,78,12,55
75,85,67,29
29,71,52,98
68,38,84,34
31,87,59,29
77,63,40,57
55,36,27,82
13,88,23,38
51,58,49,72
85,51,42,43
87,60,78,83
CAPACITY,6638,0,0
