weight,profit1,profit2,profit3
38,75,71,72
48,13,41,35
20,56,61,79
100,23,52,77
63,64,55,76
12,70,57,39
67,19,33,20
92,40,83,27
94,23,99,31
44,54,65,97
10,93,73,12
66,38,81,12
92,22,72,81
87,61,26,49
60,14,13,10
11,90,96,80
10,28,33,57
46,23,63,82
96,80,82,14
40,41,30,17
27,44,55,52
12,11,81,82
98,45,12,42
32,84,100,94
10,33,59,13
76,34,71,46
53,58,30,12
36,75,37,29
95,52,67,73
87,35,72,90
49,78,84,98
42,15,77,87
17,52,42,67
77,58,61,59
11,52,90,15
54,78,11,24
90,94,56,70
34,55,45,36
84,25,38,53
49,89,98,97
18,57,94,98
10,23,21,66
16,81,18,55
30,10,88,28
10,83,50,55
70,45,92,70
99,15,63,15
60,15,21,83
46,70,71,49
52,29,34,67
49,42,61,48
38,67,86,58
92,27,79,65
96,37,89,61
40,14,10,63
61,64,33,89
96,46,62,35
37,81,28,62
56,62,38,29
21,73,35,33
55,61,99,28
18,75,93,13
67,22,57,49
92,16,71,14
91,24,46,74
58,84,75,12
65,46,21,32
34,49,88,78
63,14,27,51
32,55,29,15
61,93,85,92
34,45,20,12
87,96,54,76
68,32,81,87
76,21,42,85
30,77,57,31
79,63,54,64
76,67,90,70
81,11,91,38
27,75,75,79
50,26,36,74
21,19,98,85
49,44,27,72
31,78,38,85
93,48,85,83
29,10,71,41
89,93,20,28
11,56,77,61
73,14,46,31
13,47,88,47
13,35,57,29
10,24,61,92
45,59,82,85
54,74,61,31
89,35,92,49
94,43,48,22
75,76,24,50
21,87,86,56
82,89,27,26
18,85,94,57
12,85,89,63
42,42,63,39
88,47,37,69
22,83,46,35
71,77,65,96
79,32,87,53
79,52,28,77
54,10,72,47
76,38,59,57
10,55,48,36
25,46,83,38
88,43,16,93
61,65,43,33
96,27,64,14
90,82,85,11
67,80,78,26
58,21,13,55
83,94,64,30
50,93,78,22
55,20,52,43
55,48,47,26
22,96,33,85
33,65,20,86
54,58,57,31
55,50,12,47
31,98,44,16
99,68,13,96
22,78,77,37
68,75,66,63
18,96,30,81
38,94,17,50
26,59,15,37
16,81,72,76
19,42,80,38
12,10,92,38
39,55,30,66
53,84,91,23
21,64,91,66
74,11,58,91
52,42,22,15
32,41,55,70
65,73,77,64
89,29,88,56
14,41,45,21
40,98,98,49
17,50,89,36
29,87,35,46
48,51,56,56
12,48,45,87
58,11,13,94
71,79,90,72
76,46,95,30
94,29,29,24
46,45,100,96
41,81,59,83
93,48,86,30
41,86,51,89
