weight,profit1,profit2,profit3
10,85,65,98
91,50,71,19
61,36,10,91
30,53,41,81
24,45,58,30
46,73,23,35
69,89,58,35
41,70,54,31
67,23,90,40
60,64,11,38
51,41,33,90
72,26,34,28
88,79,19,34
75,84,49,69
82,43,66,75
90,98,65,91
75,22,71,77
89,39,14,96
53,14,49,44
47,32,61,92
75,69,41,91
50,11,93,28
31,15,81,18
37,51,51,11
26,16,78,16
35,63,85,88
16,97,99,78
42,74,48,64
12,33,49,67
81,23,64,53
29,41,94,34
29,32,95,55
78,71,16,48
49,98,75,22
36,40,11,42
80,56,56,48
52,86,53,79
22,65,75,97
58,34,91,95
36,83,94,21
48,12,37,99
80,83,98,89
15,18,62,26
71,10,87,45
99,24,50,74
76,43,59,42
80,28,65,31
73,88,15,98
22,75,33,69
57,67,23,39
13,19,31,35
73,24,33,80
60,50,83,35
36,25,54,22
18,64,16,45
74,22,41,43
59,49,11,45
52,63,49,29
29,42,89,34
26,94,34,85
88,91,10,94
64,28,14,83
73,91,40,43
77,100,21,12
31,100,72,19
52,47,15,39
52,58,64,45
40,47,22,98
80,29,84,10
11,22,100,28
64,15,59,82
85,94,78,73
90,63,21,83
21,81,15,98
58,35,38,57
57,51,92,26
100,81,74,27
13,68,12,60
62,28,73,65
69,53,18,84
35,70,80,72
38,73,75,72
12,48,92,86
10,57,91,77
53,59,29,99
57,35,34,76
74,96,26,21
99,98,99,54
16,28,94,88
72,14,95,81
19,75,86,87
55,12,29,94
92,74,24,11
15,10,18,24
82,86,64,29
27,83,74,77
10,11,74,69
100,36,89,44
64,37,35,11
70,70,64,81
57,72,87,11
38,45,14,51
69,95,39,42
11,53,30,38
25,68,19,82
71,79,76,82
88,98,75,68
43,33,83,72
13,29,59,100
54,13,31,36
33,30,79,18
10,66,87,62
16,86,15,31
71,20,17,55
47,45,62,90
33,82,93,76
30,77,40,80
83,28,14,14
68,21,97,14
39,50,14,64
94,10,68,98
27,43,54,40
29,14,90,100
100,20,47,87
85,17,61,99
40,71,27,88
87,77,57,100
37,42,93,32
54,56,87,88
74,25,94,11
97,73,98,72
60,39,23,40
78,45,43,15
10,44,58,36
49,82,68,11
30,30,16,33
22,65,79,90
68,49,66,87
15,41,55,49
30,87,39,72
99,25,86,20
79,62,65,61
35,87,26,31
25,36,87,71
96,59,65,55
15,41,91,58
41,88,73,41
89,33,60,78
34,92,74,37
11,44,57,21
82,30,67,87
11,25,47,61
17,35,47,71
96,89,93,46
31,25,73,36
59,13,39,98
88,63,75,36
93,97,77,74
48,39,54,20
86,38,66,35
67,63,30,32
77,28,39,49
19,53,70,64
82,34,52,33
45,15,50,24
16,67,49,26
85,31,56,95
73,35,43,88
49,18,23,71
31,81,74,71
20,93,27,44
82,14,28,19
18,39,79,92
38,68,88,12
27,35,59,14
42,89,95,44
15,60,67,77
89,76,16,27
27,44,35,56
88,52,67,44
36,42,81,12
27,29,78,69
36,24,79,13
17,25,65,72
55,29,74,48
76,32,95,88
71,66,28,44
69,64,91,66
89,93,21,84
34,18,19,47
33,81,96,22
46,79,35,98
41,65,67,35
13,84,69,41
49,34,55,87
51,59,99,99
35,62,96,72
39,33,31,54
86,80,45,16
64,80,19,90
18,83,78,36
20,69,44,20
15,39,24,95
29,54,58,21
76,42,92,68
96,85,71,94
60,53,92,16
45,66,65,77
12,72,33,35
60,13,87,46
98,79,34,51
46,24,13,13
27,49,33,23
22,12,31,64
64,23,11,93
29,78,74,86
84,12,75,98
99,22,14,78
87,67,36,66
77,28,83,77
39,59,39,14
96,33,45,45
27,43,65,67
12,67,84,15
36,94,95,84
25,33,57,20
26,37,16,100
61,73,37,69
41,59,58,54
37,98,70,41
33,35,85,17
26,88,14,42
47,74,78,98
73,98,16,90
92,25,26,21
17,61,26,86
96,47,80,64
27,42,23,75
21,57,40,48
88,14,71,37
71,55,52,58
31,67,28,33
81,87,67,35
43,98,62,63
39,46,28,89
47,89,94,37
97,15,43,42
64,87,30,72
93,12,22,70
41,31,45,73
CAPACITY,6506,0,0
