weight,profit1,profit2,profit3
11,31,28,37
94,80,50,60
18,13,21,13
43,60,80,30
88,16,13,87
61,91,72,93
87,11,46,61
87,90,45,19
47,53,83,26
51,26,49,66
99,71,82,27
61,74,100,60
36,59,11,47
14,85,78,37
97,62,16,63
68,37,18,83
83,55,41,56
41,27,14,48
93,89,12,53
14,31,47,31
25,86,58,30
82,46,41,61
55,90,34,26
37,61,20,19
39,94,54,21
41,27,54,51
16,98,84,26
74,84,36,89
14,49,97,35
51,53,80,27
77,66,49,72
54,27,87,85
15,97,29,83
25,23,68,46
13,14,38,31
20,67,27,50
58,33,91,19
13,61,11,43
23,42,74,84
77,53,68,11
39,40,70,82
34,62,21,84
19,90,99,53
11,48,38,36
96,24,73,98
16,62,89,90
38,62,94,99
40,84,71,67
54,41,54,69
96,65,71,62
52,87,74,49
14,14,79,32
36,96,72,100
44,89,52,41
71,19,61,68
98,29,75,99
100,85,60,81
56,51,93,53
32,53,92,14
36,32,46,41
33,39,40,13
91,76,26,66
58,24,33,45
100,50,27,56
28,25,27,66
38,86,11,57
88,54,69,34
100,24,70,39
51,11,41,72
95,74,73,88
14,35,15,84
97,79,84,29
78,33,51,26
55,73,50,56
27,50,93,69
89,37,52,86
15,11,37,38
79,46,77,31
64,53,31,78
54,68,90,50
20,74,32,92
14,47,89,77
46,41,18,49
13,61,96,24
92,43,78,37
45,74,80,79
86,27,12,94
94,96,87,57
18,95,26,51
40,34,51,13
92,32,46,92
89,34,91,92
36,82,47,52
79,31,62,43
75,63,41,54
82,17,16,20
17,39,14,96
35,10,98,62
62,14,89,59
82,54,65,52
89,70,67,63
80,79,14,26
75,87,41,14
36,31,70,67
45,71,23,16
87,20,18,26
89,72,97,99
15,13,89,60
90,35,19,70
69,79,26,13
79,95,58,16
57,62,51,17
34,25,93,88
92,48,21,64
57,78,34,70
17,36,93,34
20,94,80,41
74,53,74,26
79,14,77,58
34,23,47,19
65,88,21,28
51,99,39,44
52,78,38,79
83,71,58,31
67,36,11,14
88,30,10,63
96,81,34,28
63,53,50,12
30,55,33,54
79,68,18,89
16,100,49,19
88,35,24,46
96,73,28,48
31,30,52,37
37,17,57,17
68,56,45,23
25,79,77,78
27,65,54,30
16,53,72,83
90,81,71,67
71,43,44,80
20,15,86,86
22,32,20,22
31,42,95,57
83,16,43,45
44,71,36,27
15,38,41,53
41,11,84,19
64,66,15,14
42,18,75,12
59,27,95,35
56,91,58,86
78,11,46,72
85,52,34,50
94,73,91,100
78,87,73,14
67,65,64,54
75,79,69,91
58,41,98,46
59,24,97,92
80,76,75,51
31,14,36,21
60,51,16,80
85,83,20,53
61,84,20,72
45,100,99,53
23,18,48,85
76,55,43,59
42,38,44,54
43,36,93,91
26,12,51,96
54,34,87,54
52,70,92,44
50,36,89,51
42,83,15,30
88,83,35,38
21,14,53,30
65,64,81,94
90,58,89,33
46,88,92,98
100,74,53,44
49,73,45,35
87,100,14,34
42,39,84,27
60,76,26,27
100,84,31,76
73,33,59,95
39,85,67,99
29,48,96,38
81,28,87,68
28,79,16,20
52,19,80,55
27,66,51,54
24,66,12,14
34,10,35,91
91,52,47,23
79,16,67,85
37,30,73,34
56,31,44,67
59,71,94,20
97,27,78,18
50,58,25,58
24,81,43,41
98,26,75,33
88,17,56,91
76,92,51,88
48,50,100,25
62,97,14,100
66,38,20,63
79,87,94,89
82,96,40,70
23,36,53,56
30,17,94,12
36,54,13,40
83,95,94,19
41,87,57,58
75,29,59,54
23,48,60,33
44,100,37,67
63,93,80,86
96,28,43,97
45,91,95,17
42,74,26,91
49,54,26,82
48,39,73,44
77,14,47,71
10,63,87,63
14,98,41,33
53,63,66,52
91,66,38,57
27,77,89,93
38,78,32,86
22,42,45,19
46,88,75,88
71,49,63,34
60,49,71,53
16,71,75,99
50,78,36,11
10,83,22,53
81,23,32,39
89,72,92,57
96,75,27,14
76,65,85,27
96,38,19,89
56,62,68,80
61,83,60,52
16,46,95,90
84,25,15,57
86,33,36,17
29,97,42,98
82,17,45,12
60,91,35,60
55,60,59,47
23,79,85,16
55,17,15,83
32,30,12,100
63,79,90,46
99,90,21,59
76,84,70,80
56,69,65,11
34,50,75,52
75,73,96,21
19,24,26,27
46,33,73,19
14,48,70,86
36,55,64,39
32,59,96,42
39,74,72,40
76,27,64,38
88,24,20,51
52,76,28,85
83,22,42,45
93,34,55,87
32,75,39,31
21,83,66,85
51,74,86,18
31,94,61,87
66,64,23,34
12,84,15,11
34,27,86,19
23,69,52,25
68,87,23,64
32,81,38,47
66,13,33,55
28,98,38,93
70,52,80,69
77,53,23,88
85,50,53,46
90,18,29,86
32,39,16,62
65,24,21,76
89,32,39,86
99,100,20,78
52,58,56,11
93,73,85,37
74,92,69,10
22,94,89,94
71,41,33,44
36,21,95,86
42,65,34,96
49,47,75,80
56,44,82,64
89,33,56,52
39,21,26,15
59,99,80,61
79,24,26,72
96,51,45,74
13,20,81,92
26,92,81,43
16,65,52,95
38,75,33,95
68,74,67,97
17,85,61,45
90,72,15,28
49,79,40,94
75,14,56,92
75,23,76,41
23,26,40,13
18,86,76,100
11,30,67,75
23,33,11,36
31,44,27,93
38,63,64,59
99,57,83,10
66,100,45,54
46,55,56,26
75,60,94,30
24,22,69,12
11,57,25,51
58,15,70,41
22,80,47,81
83,81,98,62
41,97,60,84
46,97,27,15
59,39,62,75
67,46,100,78
24,45,18,66
63,90,91,89
39,57,77,85
81,75,43,72
10,61,87,63
36,46,33,48
42,83,67,70
89,40,72,74
99,93,58,36
78,57,85,90
82,75,10,17
88,90,72,34
62,12,84,70
84,90,66,33
40,34,88,13
11,68,87,43
57,62,26,96
65,54,98,47
48,29,65,32
59,15,57,14
39,66,40,100
22,69,81,52
89,34,99,25
89,88,71,41
56,47,12,90
72,71,23,45
91,84,27,38
34,35,43,18
94,75,39,95
47,43,12,76
69,31,77,17
53,56,45,56
85,12,12,38
77,30,60,84
58,74,87,11
59,86,56,43
36,86,40,19
98,45,81,83
22,56,35,52
58,18,72,68
14,16,54,35
72,97,62,53
38,41,19,75
40,36,81,76
93,90,99,18
96,60,44,43
90,13,93,24
91,97,99,72
94,27,12,51
64,64,71,29
11,31,92,84
74,47,84,91
45,92,21,99
93,93,94,16
64,48,46,72
35,28,15,11
73,80,81,42
64,56,39,68
46,30,78,65
76,55,67,53
43,26,97,83
66,55,57,68
75,71,15,49
15,43,65,39
54,31,94,59
86,83,78,44
70,15,14,99
98,61,45,90
25,100,13,55
55,74,29,63
48,12,34,44
66,63,54,28
12,93,78,15
40,17,75,92
94,54,100,12
94,77,53,69
47,79,20,70
52,88,30,15
83,38,13,32
67,41,67,31
63,36,13,82
36,62,69,70
54,37,48,49
77,93,43,67
64,50,87,89
36,48,77,48
14,37,30,85
17,97,37,99
44,17,10,96
36,39,91,94
23,53,86,55
35,78,78,76
38,20,82,50
14,64,12,78
21,36,44,12
19,73,45,42
34,41,34,24
22,81,55,73
79,17,89,11
100,18,26,71
65,85,62,41
78,43,54,23
15,11,63,70
10,49,28,45
100,55,88,81
30,34,22,95
56,57,87,30
93,48,90,45
76,61,93,96
97,80,26,88
92,28,41,31
81,19,88,51
50,99,47,97
82,84,75,13
44,71,42,43
69,79,12,21
65,18,86,41
65,35,52,12
54,19,36,21
99,48,89,50
52,88,64,37
16,91,88,98
28,51,57,64
37,47,56,54
11,92,95,48
29,29,64,42
35,70,89,18
46,78,21,37
68,54,64,96
27,93,57,20
13,46,83,50
49,81,39,16
44,54,60,39
58,63,95,52
53,77,62,82
99,33,30,59
28,33,76,76
26,46,71,48
79,29,83,26
90,82,88,67
96,100,40,90
82,40,93,82
74,92,58,82
43,13,74,11
67,29,34,59
66,56,40,35
43,28,83,100
45,48,30,97
34,49,27,83
75,48,63,91
58,66,78,17
19,30,64,92
40,22,15,59
29,57,91,10
99,45,57,10
42,25,68,59
90,99,15,58
27,86,31,83
12,73,52,10
46,64,55,49
23,75,82,35
11,90,41,73
36,50,73,69
88,27,84,86
90,92,50,95
10,29,27,10
38,64,56,59
11,75,40,55
28,77,62,20
20,96,24,92
84,68,64,17
73,63,99,59
31,53,58,88
44,47,77,77
24,77,30,54
74,78,13,72
14,29,43,40
86,44,93,97
87,48,80,82
73,42,62,60
34,88,67,72
77,10,22,27
46,54,57,81
49,41,98,100
44,32,21,78
48,51,50,20
73,85,60,12
53,17,38,98
91,78,48,71
64,97,68,61
52,38,69,55
96,90,83,82
100,36,40,97
19,82,84,18
47,62,78,70
91,28,35,41
11,67,69,32
56,19,57,49
39,94,14,75
34,71,39,27
90,70,49,91
31,44,66,73
87,49,48,76
40,59,93,78
32,17,26,42
42,27,66,11
80,36,88,60
10,78,19,90
13,79,96,79
31,34,32,84
41,96,29,29
89,30,14,39
85,64,80,71
60,66,71,55
63,98,73,82
46,23,73,54
47,95,37,83
34,75,74,13
71,30,33,67
80,26,98,67
59,29,35,87
17,39,99,61
14,49,43,49
80,72,15,98
10,93,70,13
17,84,82,50
97,76,11,87
93,46,70,69
89,16,31,17
81,53,29,86
59,82,59,44
93,45,61,18
81,69,94,23
35,43,52,95
76,52,62,73
26,56,82,53
30,78,30,60
28,75,62,63
87,81,32,90
33,73,61,26
34,83,49,39
61,17,68,12
72,87,60,15
19,37,46,23
29,98,67,15
26,60,46,61
26,61,52,83
45,30,92,41
44,31,56,43
98,41,96,10
80,47,14,54
61,54,91,55
100,81,29,58
12,24,61,26
53,23,60,71
89,96,37,82
95,89,39,97
41,43,40,52
43,24,42,35
35,85,91,82
16,43,60,27
65,19,65,57
87,10,40,19
39,40,92,90
35,42,10,16
93,11,98,13
15,81,21,46
34,44,89,82
68,59,40,75
11,49,79,34
80,85,88,29
15,81,95,13
81,95,77,11
56,73,12,38
30,49,47,40
68,46,25,30
14,74,50,45
82,89,85,33
87,49,17,46
59,28,75,61
63,77,74,55
83,50,67,15
35,61,36,50
42,35,58,30
80,85,37,79
42,54,61,82
13,78,64,23
23,67,22,24
68,12,13,66
21,23,95,21
71,86,87,55
49,60,69,21
88,48,24,54
14,96,79,94
81,27,21,99
39,54,29,34
66,27,69,19
36,41,40,88
54,62,27,43
45,11,17,100
55,78,67,71
13,38,91,30
29,65,60,26
44,50,55,79
27,20,33,61
56,28,42,36
14,54,43,64
85,35,32,30
23,47,20,100
41,11,99,42
84,58,35,43
39,47,40,73
10,26,82,98
83,19,43,30
64,24,61,43
22,20,79,11
27,80,87,90
33,66,40,72
97,75,33,38
66,81,87,56
31,68,38,50
52,96,89,32
57,60,26,58
87,59,11,39
80,58,44,81
44,62,35,65
48,60,76,57
41,36,95,81
60,32,59,54
43,87,28,99
34,11,20,63
53,22,68,32
14,25,52,19
35,34,77,78
50,80,31,91
66,90,21,72
47,96,42,64
68,49,74,71
64,44,48,27
96,25,76,40
78,49,86,96
80,23,39,82
26,55,16,46
30,84,61,17
52,41,42,87
53,59,80,84
54,87,67,81
35,66,41,63
52,41,97,82
49,45,36,65
63,70,10,41
100,89,96,39
74,39,74,25
67,92,26,48
45,10,65,97
39,13,46,52
75,42,54,54
12,15,83,24
55,93,67,96
57,47,11,58
43,32,17,78
58,29,13,74
28,31,26,99
100,78,66,72
43,69,27,48
64,30,68,61
33,72,93,82
90,79,57,94
19,57,49,24
70,66,46,47
45,84,51,78
88,30,27,53
38,26,13,70
96,23,94,56
20,68,68,64
74,50,53,87
43,78,89,58
37,93,32,68
