weight,profit1,profit2,profit3
66,53,45,85
32,20,90,58
41,50,86,54
81,84,24,15
89,67,95,22
74,43,76,41
83,52,55,40
98,32,65,90
68,41,12,65
94,48,64,36
29,88,50,88
43,96,79,13
22,49,100,80
24,90,26,48
40,52,77,81
15,44,32,55
73,43,73,87
16,40,92,13
94,48,70,28
44,84,81,14
37,33,34,23
44,92,30,38
68,81,51,49
43,70,77,75
100,90,78,60
38,25,19,59
83,18,74,97
92,41,38,63
66,45,65,10
46,58,28,17
46,14,37,54
23,49,39,30
34,35,32,44
46,44,12,89
26,59,41,31
63,67,24,28
80,25,27,92
35,94,13,22
23,25,27,97
43,24,31,100
24,27,37,71
73,95,25,79
25,55,15,50
91,24,44,67
20,13,90,92
54,13,39,98
99,90,94,99
76,63,69,18
19,87,84,95
56,71,71,22
83,80,12,60
74,50,77,57
64,53,36,89
31,96,26,44
50,74,11,35
66,44,55,96
76,36,87,64
94,86,63,58
23,20,66,88
23,65,64,15
62,75,12,35
99,88,49,77
24,71,88,74
27,36,99,43
51,47,86,34
17,40,62,59
43,100,68,98
95,15,72,62
81,72,69,97
76,86,94,23
63,76,73,26
78,27,41,66
38,96,38,10
34,28,43,58
13,34,46,56
71,12,86,69
66,69,43,37
69,12,57,51
80,71,90,56
82,51,22,29
50,43,42,91
48,46,48,92
36,17,52,28
39,94,19,55
69,83,71,98
99,40,60,35
31,43,89,46
52,27,89,17
87,47,70,73
81,58,66,28
39,18,58,97
97,59,57,13
91,82,97,67
38,34,38,13
90,73,79,33
28,78,49,33
11,78,82,68
10,61,65,36
37,85,52,71
69,74,25,18
92,100,78,97
26,10,37,16
100,96,51,64
96,31,60,49
35,67,88,24
41,60,19,29
65,37,57,21
61,66,18,70
76,98,80,42
20,93,54,74
25,81,85,24
86,35,46,41
36,25,88,57
27,28,77,70
39,80,33,93
42,34,20,67
75,25,98,46
46,78,86,24
42,63,49,32
67,52,36,57
27,45,65,64
80,48,99,64
34,87,66,21
62,85,53,16
44,20,57,15
48,29,76,33
84,39,34,37
55,91,99,30
13,65,76,97
99,91,98,94
69,76,77,45
52,63,60,84
98,23,25,46
17,60,12,65
67,21,50,12
59,63,76,19
97,85,79,74
61,38,27,79
48,31,92,100
25,57,32,34
10,17,25,65
66,85,34,98
59,10,67,21
18,22,85,30
92,32,40,82
35,58,56,77
94,99,40,96
79,37,10,13
75,10,46,37
40,96,12,29
13,46,18,46
28,12,51,41
59,70,95,29
66,99,97,55
20,11,49,71
41,91,14,57
66,26,87,78
43,72,70,42
79,87,93,75
51,98,90,92
98,89,96,83
84,96,42,47
39,55,77,86
44,46,21,34
78,97,51,92
27,64,10,56
51,17,81,70
12,12,25,58
26,72,93,34
19,20,50,15
20,51,65,99
94,19,11,54
77,75,46,46
40,12,34,77
88,39,96,81
21,11,92,13
63,71,63,55
24,50,82,46
63,65,65,72
96,42,81,48
29,18,87,29
97,89,65,62
78,42,39,84
54,60,75,54
79,10,33,23
95,41,16,41
93,64,39,51
30,26,25,94
91,81,85,57
10,34,86,79
27,76,42,86
70,32,17,97
37,35,97,100
27,96,97,35
44,96,96,90
85,58,31,46
28,92,89,80
97,11,10,86
90,58,94,40
37,21,53,71
93,26,24,57
41,100,77,37
25,64,64,43
75,97,52,34
57,100,33,72
76,96,53,100
28,60,46,65
55,88,63,67
12,79,35,22
69,24,87,10
83,55,85,66
19,76,55,98
92,61,30,27
87,40,75,61
12,60,91,78
48,71,90,11
80,36,30,64
97,37,31,70
70,75,54,36
62,90,95,35
83,91,46,19
78,61,35,51
12,38,32,88
55,77,81,54
76,16,37,71
73,34,22,55
21,53,31,35
74,65,18,70
12,45,72,56
89,74,96,27
23,99,10,15
94,58,63,89
88,30,47,49
73,71,46,59
34,81,43,53
80,28,52,78
51,95,54,17
99,70,22,55
26,45,95,48
22,16,37,87
53,15,63,21
75,89,68,73
68,51,19,73
15,93,51,50
55,47,52,29
39,34,22,61
35,91,98,23
35,38,29,82
91,45,73,80
81,39,24,30
CAPACITY,6989,0,0
