weight,profit1,profit2,profit3
100,81,100,61
43,49,65,33
69,80,62,51
11,41,34,69
52,60,53,45
18,43,71,55
69,65,64,42
94,91,37,79
94,32,56,23
59,58,86,97
69,98,55,43
41,93,49,39
11,50,90,23
61,46,60,86
91,21,77,23
72,100,97,29
99,21,90,77
98,83,48,19
37,80,43,27
38,98,38,60
62,26,80,93
23,34,40,17
67,37,76,24
37,86,33,48
45,86,88,57
87,77,81,25
60,35,67,20
56,30,31,21
64,78,79,26
65,63,58,61
99,21,17,41
78,81,43,46
66,48,89,97
75,85,76,81
39,71,21,27
43,68,25,13
35,67,56,96
90,40,39,95
88,73,18,91
70,26,77,16
69,52,38,87
64,84,28,77
29,79,100,92
47,28,99,49
14,35,86,29
74,62,77,94
59,53,35,71
83,93,51,67
91,17,81,65
60,37,64,56
84,34,90,95
45,58,14,73
37,35,95,10
75,82,96,85
18,29,91,51
62,68,100,55
66,83,21,46
18,95,67,93
18,26,47,51
75,25,55,48
44,88,18,51
96,29,62,43
97,17,20,29
31,65,72,44
98,35,70,67
28,87,40,57
45,97,80,69
70,27,97,43
78,36,55,97
34,34,62,100
18,43,27,36
47,71,95,67
21,44,62,26
66,32,25,25
84,27,32,92
17,77,76,17
50,22,56,10
52,97,41,27
21,82,33,19
88,47,41,59
59,74,85,30
56,61,29,32
48,10,27,37
74,64,70,56
54,50,59,84
14,35,91,79
42,72,44,74
85,25,50,12
40,82,38,17
67,97,44,22
37,44,23,48
68,70,22,27
30,17,80,67
80,71,32,85
81,60,27,34
10,88,56,40
15,36,57,31
81,22,88,38
14,41,81,60
99,89,75,18
29,62,86,82
42,76,13,66
15,59,35,65
42,83,47,63
10,75,37,18
84,62,61,15
89,74,15,84
71,16,32,60
51,77,76,52
66,82,39,36
17,64,73,66
54,21,13,60
25,39,90,56
64,10,63,14
84,66,22,50
71,62,53,32
73,89,99,59
72,55,92,89
26,47,30,52
27,13,58,99
18,12,43,18
46,39,63,81
18,42,89,41
41,69,61,56
17,82,30,16
22,20,60,45
19,97,34,23
82,11,69,52
32,65,59,23
56,37,39,98
22,16,71,18
59,33,61,13
87,27,72,36
30,56,14,26
82,53,95,76
75,98,45,86
52,38,62,53
99,24,35,24
57,47,53,59
71,86,47,69
38,29,83,12
75,39,23,24
53,97,10,67
63,47,69,15
40,75,94,23
13,34,19,10
95,71,86,44
22,45,72,81
88,15,92,44
41,53,85,66
25,88,42,19
30,56,20,18
97,87,72,61
73,94,91,36
15,36,33,97
44,70,86,67
68,50,27,44
38,45,33,75
60,38,55,34
21,31,24,53
87,75,64,26
38,81,67,99
85,81,31,57
80,39,26,96
30,31,94,75
76,14,13,65
32,13,74,70
84,62,84,78
71,89,27,37
43,72,32,77
18,92,40,63
87,69,13,12
99,34,64,55
83,44,67,55
63,67,19,63
66,90,31,41
43,12,58,67
27,72,15,52
97,84,97,15
19,72,72,26
41,11,42,88
24,95,14,35
61,11,19,10
47,13,45,21
33,80,15,99
28,27,93,22
49,95,54,13
36,47,51,31
78,37,97,38
93,26,60,41
88,91,25,32
20,16,17,19
10,77,10,92
31,71,64,54
27,49,28,85
99,49,29,67
84,19,32,88
18,35,86,19
18,96,30,34
44,100,36,44
30,44,38,81
24,38,11,31
45,96,21,26
30,33,21,38
36,96,71,67
26,54,21,23
22,97,21,52
50,22,95,81
13,15,48,25
92,97,81,35
61,97,94,13
80,86,23,40
49,20,14,51
74,97,45,14
50,56,16,81
17,13,71,16
79,87,39,27
12,23,11,57
23,94,52,49
27,69,89,12
23,94,36,89
22,86,51,55
56,80,58,11
44,34,78,87
14,81,69,79
68,72,62,65
20,72,43,70
71,90,89,77
51,18,76,94
35,66,29,35
80,68,80,94
79,70,29,74
76,98,73,11
79,91,28,30
45,24,68,64
34,94,95,68
60,29,92,59
42,72,58,73
19,86,81,73
14,34,83,78
77,34,72,51
41,55,55,26
16,11,75,37
87,87,35,51
100,49,81,48
10,59,72,64
32,62,23,13
99,88,78,88
79,44,84,42
27,41,89,57
13,91,97,72
71,39,55,30
67,91,75,43
59,82,70,85
69,42,36,72
97,28,31,26
46,63,70,74
40,17,96,80
94,64,56,33
38,38,92,25
64,18,40,27
45,70,81,56
45,39,47,75
79,38,63,67
54,10,99,54
87,56,88,34
14,75,84,86
14,81,33,80
68,87,82,56
92,62,26,15
56,37,88,21
85,67,82,38
56,32,87,49
42,57,93,77
17,40,18,22
96,51,81,66
56,13,15,93
51,75,74,24
17,22,23,90
19,55,100,92
95,20,66,18
20,13,81,34
48,75,87,56
31,15,41,92
52,11,63,72
10,43,66,99
43,25,33,20
80,77,93,12
75,72,89,82
14,64,82,56
32,57,13,36
60,44,33,27
85,99,11,100
47,32,17,72
66,48,99,79
29,74,25,19
17,69,65,58
21,66,90,52
76,98,89,45
85,62,23,39
63,20,87,40
87,26,72,84
66,84,39,20
85,47,92,14
44,80,40,30
62,55,16,86
16,47,57,92
72,84,63,30
82,13,40,30
47,76,20,55
56,92,66,79
12,77,78,55
18,79,26,25
80,17,84,22
67,88,72,11
61,46,78,86
94,60,57,57
11,67,31,59
59,11,18,59
84,47,94,65
78,36,12,89
91,39,84,66
42,93,59,35
80,95,72,54
66,38,68,48
33,96,27,57
27,35,51,93
100,99,30,23
41,12,32,65
52,12,23,79
99,97,62,16
64,55,47,66
56,98,43,74
85,67,80,73
73,85,17,66
45,33,19,16
32,84,97,73
67,56,81,73
21,43,57,93
37,57,69,47
88,90,47,10
37,47,71,17
63,99,90,58
72,57,76,75
53,59,66,64
56,66,96,100
39,23,50,89
81,86,74,21
82,79,49,16
87,58,55,59
64,52,91,59
59,76,36,36
80,51,45,31
80,14,28,15
51,20,73,24
74,74,68,67
41,62,23,26
47,85,89,92
62,63,69,57
22,100,89,10
72,24,63,54
20,98,62,61
56,69,74,46
50,25,26,53
89,65,65,20
77,71,38,52
39,53,30,14
23,86,33,77
26,48,92,95
85,72,26,53
48,97,37,33
19,54,30,48
41,76,94,41
47,56,77,84
89,48,28,67
41,69,53,78
94,85,59,15
39,77,43,34
62,93,37,38
24,23,64,54
40,19,10,95
10,42,35,12
83,14,42,17
29,62,86,27
11,39,10,48
79,13,50,16
19,40,36,59
31,14,97,77
79,26,89,49
33,21,56,40
72,19,77,76
93,58,22,41
58,13,46,93
84,100,13,17
25,77,84,88
35,96,15,18
71,31,76,43
12,14,18,20
15,41,40,41
76,48,56,93
97,57,65,47
91,61,77,80
55,91,90,56
53,71,56,23
13,13,80,16
21,40,80,73
20,24,14,23
98,98,46,50
29,48,27,65
82,56,19,49
55,33,73,56
59,75,11,59
34,47,72,35
79,64,58,23
10,100,62,79
34,82,49,62
16,54,97,90
38,23,14,22
85,75,42,72
89,58,29,87
80,65,24,19
87,61,16,50
78,33,43,38
63,21,22,98
40,22,21,12
100,71,29,51
69,40,35,94
18,33,98,97
61,35,28,75
38,37,23,29
55,99,66,59
43,77,69,20
88,79,83,34
56,70,67,17
78,19,99,14
97,51,85,67
83,14,28,71
25,51,67,98
63,28,82,44
86,93,77,88
44,79,63,31
42,75,50,55
46,90,73,77
38,25,49,94
32,63,11,93
63,35,54,74
63,70,80,85
19,58,84,33
74,73,94,77
85,16,11,31
71,49,69,46
16,100,95,65
81,51,33,28
17,19,14,18
17,33,22,59
71,39,91,57
95,64,79,19
33,78,37,22
83,63,60,59
45,54,84,37
31,94,24,15
20,10,94,58
90,81,39,52
59,18,74,60
33,26,25,10
56,68,64,87
35,72,97,11
55,74,19,65
45,73,68,51
72,16,54,14
14,75,96,94
72,26,22,93
22,20,84,35
97,38,13,100
15,82,33,77
44,51,47,68
51,92,39,21
84,97,38,81
66,12,77,10
63,55,94,97
93,12,90,53
76,74,62,96
89,58,73,50
35,63,95,42
56,16,22,64
84,12,65,75
32,42,16,58
51,48,68,62
19,49,81,65
83,12,34,53
71,47,21,13
92,19,69,32
62,40,26,25
18,90,58,14
17,41,52,77
98,50,91,71
13,100,86,78
92,71,51,49
43,97,37,82
35,25,76,68
48,12,74,61
25,10,28,35
62,53,54,62
53,44,72,71
85,83,39,45
39,54,55,17
51,53,17,64
39,84,84,65
53,61,80,26
90,51,54,39
16,94,20,40
58,93,15,12
26,32,32,93
78,31,92,96
36,100,18,58
37,12,89,41
32,62,62,91
75,37,24,22
32,42,97,77
58,72,11,88
15,54,38,38
26,96,22,89
48,51,94,27
31,75,68,84
85,87,82,91
19,83,35,93
29,39,60,96
29,52,79,99
96,53,31,17
42,78,65,15
82,30,87,36
55,73,36,30
17,21,10,96
33,14,59,34
91,66,33,33
66,45,16,43
96,31,44,74
57,75,15,44
26,81,30,15
52,37,32,28
80,95,34,10
46,81,21,95
79,54,64,74
72,91,47,99
34,48,27,51
92,63,40,20
53,100,59,25
16,19,65,46
17,85,62,24
83,59,67,28
74,79,82,61
60,57,41,47
56,100,86,62
80,76,81,44
77,90,69,65
52,84,93,90
11,71,39,35
25,31,74,20
88,67,24,87
55,71,54,12
82,98,15,25
58,98,42,57
44,86,16,62
31,98,80,21
39,27,65,22
37,34,99,20
36,30,53,96
94,42,86,78
37,44,63,27
78,78,74,30
99,89,46,72
41,72,94,78
72,73,57,39
60,18,89,86
81,58,38,45
13,24,20,75
13,97,81,87
51,85,51,80
11,59,48,10
59,80,74,63
56,31,91,29
27,23,47,83
22,47,52,14
76,85,77,35
52,30,46,20
18,17,16,60
28,100,98,28
83,18,99,99
86,74,72,77
86,68,69,47
37,21,51,30
31,23,74,64
35,51,97,93
87,75,13,59
16,45,70,29
20,73,25,10
98,66,63,67
94,11,58,46
89,43,80,36
60,78,90,61
21,32,82,40
38,73,62,59
52,52,47,39
56,16,25,75
17,18,85,13
30,69,87,45
70,26,79,32
16,10,67,63
64,90,51,78
71,50,61,45
20,63,98,72
41,59,66,97
22,52,52,52
95,13,57,94
18,61,47,10
40,20,56,17
22,53,10,77
32,63,69,14
87,45,80,35
19,15,83,85
79,99,69,22
22,98,16,33
89,53,63,26
82,17,25,88
37,97,18,63
39,86,67,94
24,64,23,44
56,78,99,15
22,17,48,10
93,31,63,15
56,54,61,46
89,71,62,77
98,61,62,26
65,90,99,50
27,33,77,90
16,47,91,33
88,58,69,96
75,78,35,41
92,30,70,12
82,31,20,94
14,53,38,39
40,91,52,31
50,74,70,37
43,19,23,81
20,84,30,58
90,95,27,21
27,95,21,86
64,40,74,86
96,90,63,13
59,40,22,43
76,33,40,45
47,35,59,87
11,19,41,83
33,66,42,11
75,85,42,76
48,13,71,46
53,10,43,22
99,84,12,58
43,91,13,44
86,75,47,85
22,20,98,60
70,57,82,74
26,92,97,62
13,31,37,24
87,83,65,26
24,62,39,94
69,72,58,62
10,36,92,32
100,26,58,84
83,41,65,66
19,80,46,32
19,72,10,57
49,100,89,46
89,79,55,77
17,57,23,97
66,14,32,31
28,70,71,57
83,64,84,64
75,92,75,100
74,95,92,89
82,84,35,84
21,18,62,65
70,26,44,44
87,35,97,42
84,32,18,87
58,54,93,14
86,64,84,83
90,68,48,70
98,75,66,56
50,50,59,13
70,73,97,80
25,65,30,35
28,94,67,53
49,28,45,72
66,87,48,67
97,58,35,32
48,90,27,45
67,43,82,100
10,81,66,87
54,88,42,36
10,36,77,51
41,74,42,84
45,34,71,65
100,44,45,50
32,22,42,58
47,82,49,41
18,55,61,86
80,85,60,86
16,54,86,32
88,55,93,30
75,24,81,50
79,24,23,90
92,91,42,97
25,79,68,85
15,40,65,36
45,49,59,67
83,57,36,66
57,27,41,96
24,48,66,45
73,76,88,23
85,86,19,43
35,45,64,68
80,97,99,33
11,92,54,89
99,43,63,97
31,56,37,15
40,37,85,74
27,17,68,83
61,69,44,74
96,96,56,67
51,53,39,72
51,10,43,11
12,11,77,59
15,48,75,75
44,55,20,39
27,19,80,11
89,71,66,35
54,77,92,39
60,79,31,93
14,34,90,39
48,28,43,86
68,82,41,28
83,10,17,63
89,10,84,55
51,52,28,52
51,59,77,76
43,75,43,49
98,19,29,86
19,56,10,29
59,99,15,47
CAPACITY,20158,0,0
