weight,profit1,profit2,profit3
20,69,100,61
35,70,61,34
12,44,74,93
45,38,75,91
70,53,36,66
71,19,74,35
53,61,13,95
12,81,48,96
18,68,84,39
79,26,79,48
92,79,96,56
52,34,34,36
19,67,18,91
58,71,94,28
82,20,88,84
32,40,35,51
50,23,72,54
85,12,71,53
65,96,23,64
26,67,16,97
49,94,21,51
85,59,22,52
61,53,63,92
92,46,11,16
22,55,65,69
47,29,66,54
40,57,28,83
12,90,96,97
44,67,94,12
71,42,44,89
74,33,87,87
51,11,23,99
18,42,95,19
78,72,58,58
69,81,55,76
14,94,39,99
48,43,23,58
99,28,51,13
38,25,12,52
12,32,13,76
81,88,42,61
61,46,20,22
91,16,73,83
48,28,68,66
42,19,53,99
71,19,82,19
49,59,83,66
58,12,80,61
29,92,14,52
95,87,55,79
16,31,21,26
37,11,89,39
11,68,31,62
90,20,59,74
16,36,84,87
46,66,82,20
78,40,38,25
27,98,98,35
21,39,51,99
58,62,81,20
35,100,30,67
34,80,26,88
92,34,69,42
78,24,80,36
89,69,90,79
47,54,49,48
51,20,81,42
45,22,96,10
37,79,24,67
66,99,80,77
63,40,43,62
39,58,84,56
79,58,75,90
54,41,14,49
57,49,70,14
19,86,13,79
71,83,21,15
48,21,15,17
82,29,87,76
100,76,80,54
12,85,91,68
100,93,13,40
49,16,59,60
36,78,41,42
42,100,90,14
85,71,87,64
25,75,22,64
14,28,65,29
45,91,48,84
76,89,96,63
18,45,62,98
11,30,15,51
92,20,73,42
43,99,24,100
59,59,40,75
88,41,78,35
82,17,73,50
58,71,42,47
47,93,82,35
74,88,16,96
60,43,30,75
15,22,44,68
53,69,89,72
45,47,94,46
68,61,55,66
14,33,28,19
17,43,40,35
31,61,36,22
96,23,15,68
34,19,13,61
77,90,99,90
97,83,44,36
66,35,72,85
92,96,99,52
70,69,67,88
49,92,77,67
75,66,91,89
76,15,94,70
90,31,42,50
99,55,45,51
82,85,21,33
51,10,15,68
94,10,22,62
25,57,10,47
75,63,12,86
15,16,18,18
17,87,18,68
88,11,24,52
15,43,78,29
79,50,93,71
18,100,93,53
39,32,52,84
93,23,72,20
89,35,44,32
55,11,38,12
82,13,70,33
68,16,69,47
97,63,74,89
15,11,67,54
18,98,11,61
41,65,98,18
36,29,93,19
54,19,21,39
94,80,15,38
76,76,37,33
70,32,31,66
60,18,75,26
48,89,32,97
84,27,18,25
26,26,25,72
69,18,93,93
93,29,24,10
41,29,61,68
30,14,80,91
97,60,37,31
60,10,28,87
71,32,86,62
44,51,51,38
45,46,33,57
24,29,56,24
44,59,84,99
92,29,27,41
12,86,71,50
61,57,88,63
22,38,55,40
47,15,77,41
86,61,10,26
20,69,80,33
53,26,62,60
35,70,53,75
58,15,70,18
32,21,80,17
95,88,95,19
13,23,69,56
32,92,32,48
96,30,79,94
73,84,27,95
78,57,59,90
77,69,66,46
45,84,28,98
39,41,54,33
98,76,60,77
24,21,52,52
41,100,65,19
76,20,15,97
36,36,95,26
58,47,26,34
31,14,62,93
50,86,69,77
56,21,26,84
80,88,44,68
13,36,36,28
27,57,69,47
35,70,38,44
83,79,81,63
38,92,84,11
55,18,88,87
50,94,74,46
19,24,39,80
26,17,70,86
38,72,56,19
23,66,75,100
62,28,99,68
41,33,40,54
68,82,37,16
88,72,19,58
94,100,15,45
60,42,71,72
98,29,58,37
54,48,14,51
94,32,13,30
43,61,24,86
47,35,21,33
73,35,36,20
11,90,15,68
10,42,87,76
12,74,18,11
30,79,39,63
98,25,72,32
34,82,77,98
41,20,60,15
53,13,42,61
61,99,64,94
41,48,97,47
55,49,67,75
38,82,70,80
31,97,60,80
67,28,74,51
12,72,32,34
71,68,15,94
49,29,55,95
35,33,71,16
23,84,11,17
100,100,15,82
62,24,78,67
19,88,44,25
71,92,82,45
74,83,14,20
29,23,75,50
93,85,47,51
97,20,85,37
20,64,55,53
94,86,49,71
92,54,87,95
88,77,57,56
72,48,14,29
99,94,43,17
55,19,63,49
37,41,42,49
59,63,96,79
CAPACITY,6796,0,0
